days,miles,receipts,output,per_day,per_mile,efficiency,spending_per_day,predicted,error
8,435.0,1129.65,1525.26,190.6575,3.506344827586207,54.375,141.20625,1716.54,191.27999999999997
9,218.0,1203.45,1561.63,173.51444444444445,7.163440366972478,24.22222222222222,133.71666666666667,1763.17,201.53999999999996
12,781.0,1159.18,1752.72,146.06,2.244199743918054,65.08333333333333,96.59833333333334,2289.958,537.238
11,916.0,1036.91,2098.07,190.73363636363638,2.290469432314411,83.27272727272727,94.26454545454546,2177.346,79.27599999999984
10,358.0,2066.62,1624.11,162.411,4.536620111731843,35.8,206.66199999999998,2444.072,819.9620000000002
12,566.0,2013.7,1752.03,146.0025,3.095459363957597,47.166666666666664,167.80833333333334,2705.92,953.8900000000001
9,954.0,1483.39,2024.2,224.91111111111113,2.121802935010482,106.0,164.82111111111112,2262.334,238.1339999999998
9,534.0,1929.94,1624.87,180.5411111111111,3.042827715355805,59.333333333333336,214.4377777777778,2341.264,716.3940000000002
12,765.0,1343.97,1953.03,162.7525,2.552980392156863,63.75,111.9975,2393.632,440.6020000000001
8,630.0,967.69,1388.05,173.50625,2.2032539682539682,78.75,120.96125,1707.114,319.0640000000001
10,909.0,696.0,1505.19,150.519,1.655874587458746,90.9,69.6,1869.6499999999999,364.4599999999998
10,223.0,745.89,1037.45,103.745,4.652242152466368,22.3,74.589,1590.884,553.434
8,467.0,1178.71,1483.33,185.41625,3.1762955032119913,58.375,147.33875,1760.376,277.04600000000005
9,708.0,461.07,1110.6,123.39999999999999,1.56864406779661,78.66666666666667,51.23,1538.242,427.64200000000005
9,885.0,1764.97,1694.37,188.26333333333332,1.9145423728813558,98.33333333333333,196.10777777777778,2400.232,705.8620000000001
6,855.0,591.35,1339.72,223.28666666666666,1.5669239766081873,142.5,98.55833333333334,1382.56,42.83999999999992
2,993.0,54.24,715.19,357.595,0.7202316213494462,496.5,27.12,708.666,6.524000000000001
5,685.0,747.14,1216.36,243.272,1.7757080291970802,137.0,149.428,1299.534,83.1740000000002
3,981.0,341.45,813.95,271.31666666666666,0.8297145769622835,327.0,113.81666666666666,989.32,175.37
5,770.0,873.33,1502.49,300.498,1.9512857142857143,154.0,174.666,1413.498,88.99199999999996
6,697.0,651.64,1237.71,206.285,1.7757675753228122,116.16666666666667,108.60666666666667,1347.634,109.92399999999998
3,795.0,450.85,743.94,247.98000000000002,0.9357735849056604,265.0,150.28333333333333,971.26,227.31999999999994
3,606.0,1184.23,1364.54,454.84666666666664,2.251716171617162,202.0,394.74333333333334,1376.238,11.698000000000093
3,842.0,865.37,1251.14,417.0466666666667,1.485914489311164,280.6666666666667,288.45666666666665,1241.122,10.018000000000029
7,748.0,241.73,971.31,138.75857142857143,1.2985427807486631,106.85714285714286,34.53285714285714,1224.638,253.32799999999997
7,624.0,148.16,905.79,129.39857142857142,1.4515865384615385,89.14285714285714,21.165714285714284,1112.696,206.90599999999995
2,713.0,740.33,1048.28,524.14,1.4702384291725106,356.5,370.165,1008.048,40.23199999999997
3,874.0,1191.4,1515.99,505.33,1.73454233409611,291.3333333333333,397.1333333333334,1451.1399999999999,64.85000000000014
6,761.0,530.19,1120.1,186.6833333333333,1.471879106438896,126.83333333333333,88.36500000000001,1303.564,183.46400000000017
1,815.0,97.89,539.36,539.36,0.6617914110429448,815.0,97.89,567.851,28.490999999999985
1,601.0,497.7,644.12,644.12,1.071747088186356,601.0,497.7,712.0699999999999,67.94999999999993
7,817.0,1127.87,1809.91,258.55857142857144,2.21531211750306,116.71428571428571,161.1242857142857,1787.3719999999998,22.53800000000024
1,606.0,923.0,1050.05,1050.05,1.7327557755775578,606.0,923.0,969.5,80.54999999999995
1,909.0,741.82,866.07,866.07,0.9527722772277228,909.0,741.82,997.142,131.072
3,624.0,1160.92,1459.34,486.44666666666666,2.3386858974358975,208.0,386.97333333333336,1370.3519999999999,88.98800000000006
4,650.0,619.49,676.38,169.095,1.0405846153846154,162.5,154.8725,1107.194,430.81399999999996
6,204.0,818.99,628.4,104.73333333333333,3.080392156862745,34.0,136.49833333333333,1226.194,597.794
1,263.0,396.49,198.42,198.42,0.7544486692015209,263.0,396.49,499.244,300.82400000000007
1,451.0,555.49,162.18,162.18,0.3596008869179601,451.0,555.49,679.244,517.0640000000001
10,424.0,474.99,831.96,83.196,1.9621698113207549,42.4,47.499,1518.7939999999999,686.8339999999998
2,565.0,389.49,415.96,207.98,0.7362123893805309,282.5,194.745,730.944,314.984
9,397.0,348.49,913.29,101.47666666666666,2.300478589420655,44.111111111111114,38.721111111111114,1330.7440000000001,417.4540000000002
1,532.0,413.99,355.57,355.57,0.6683646616541353,532.0,413.99,630.794,275.224
2,384.0,495.49,290.36,145.18,0.7561458333333334,192.0,247.745,763.0939999999999,472.7339999999999
5,754.0,489.99,765.13,153.026,1.014761273209549,150.8,97.998,1176.2939999999999,411.1639999999999
1,344.46,813.85,707.88,707.88,2.0550426754920745,344.46,813.85,786.3169999999999,78.4369999999999
3,906.3,540.03,848.42,282.8066666666667,0.9361359373275957,302.09999999999997,180.01,1074.853,226.4330000000001
3,1007.56,187.52,764.64,254.88,0.7589026956211045,335.8533333333333,62.50666666666667,908.914,144.274
1,359.62,221.15,255.57,255.57,0.7106668149713586,359.62,221.15,437.519,181.949
1,362.79,749.19,636.51,636.51,1.7544860663193582,362.79,749.19,755.7695,119.2595
1,288.72,159.26,303.94,303.94,1.0527154336381268,288.72,159.26,368.48,64.54000000000002
2,782.17,830.72,1165.44,582.72,1.4900085659127813,391.085,415.36,1093.4085,72.03150000000005
2,623.18,347.54,625.15,312.575,1.0031612054302128,311.59,173.77,731.9549999999999,106.80499999999995
3,1061.15,388.5,693.36,231.12,0.6534043254959242,353.7166666666667,129.5,1053.6175,360.25750000000005
1,252.75,285.5,331.74,331.74,1.3125222551928784,252.75,285.5,428.0375,96.29750000000001
3,1020.39,250.62,779.08,259.6933333333333,0.7635119905134312,340.13,83.54,952.5475000000001,173.4675000000001
1,257.97,816.81,738.01,738.01,2.8608365313796176,257.97,816.81,749.1725,11.162500000000023
3,1025.03,592.55,992.4,330.8,0.9681667853623797,341.6766666666667,197.51666666666665,1159.7935,167.39350000000002
2,794.32,402.31,671.06,335.53,0.8448232450397823,397.16,201.155,841.8299999999999,170.76999999999998
1,276.85,485.54,361.66,361.66,1.3063391728372764,276.85,485.54,558.9065,197.24650000000003
2,851.68,473.96,650.68,325.34,0.7639958669922976,425.84,236.98,910.632,259.952
3,859.12,611.07,960.47,320.1566666666667,1.1179695502374523,286.37333333333333,203.69000000000003,1096.246,135.77600000000007
3,1317.07,476.87,787.42,262.4733333333333,0.5978573652121755,439.0233333333333,158.95666666666668,1221.8035,434.3835
1,388.1,827.37,741.46,741.46,1.910486987889719,388.1,827.37,814.067,72.60699999999997
1,264.39,758.27,636.19,636.19,2.4062559098301755,264.39,758.27,716.9375,80.74749999999995
5,198.21,594.83,807.48,161.496,4.073861056455275,39.642,118.96600000000001,989.0925000000001,181.61250000000007
6,72.85,457.75,666.59,111.09833333333334,9.150171585449556,12.141666666666666,76.29166666666667,946.903,280.313
8,297.64,481.09,835.08,104.385,2.8056712807418362,37.205,60.13625,1265.592,430.51200000000006
7,237.33,1262.27,1452.17,207.45285714285714,6.11877975814267,33.90428571428571,180.3242857142857,1607.1605,154.99049999999988
5,195.73,1228.49,511.23,102.24600000000001,2.6119143718387576,39.146,245.698,1368.1725,856.9424999999999
8,276.28,1179.9,1522.6,190.325,5.51107572028377,34.535,147.4875,1675.266,152.66600000000017
8,302.24,1046.04,1353.77,169.22125,4.479122551614611,37.78,130.755,1606.632,252.86200000000008
8,266.87,252.08,880.41,110.05125,3.299021995728257,33.35875,31.51,1114.3395,233.92950000000008
9,310.69,239.64,828.16,92.01777777777778,2.665550870642763,34.52111111111111,26.626666666666665,1226.5945000000002,398.4345000000002
6,222.08,709.07,1031.34,171.89,4.644002161383285,37.013333333333335,118.17833333333334,1168.3780000000002,137.03800000000024
8,264.94,720.67,1019.85,127.48125,3.849362119725221,33.1175,90.08375,1394.625,374.775
8,161.15,1230.37,1499.24,187.405,9.303381942289791,20.14375,153.79625,1653.7395,154.4994999999999
9,259.96,554.74,835.54,92.83777777777777,3.214109863055855,28.88444444444444,61.63777777777778,1392.826,557.2860000000001
9,97.85,518.56,850.57,94.50777777777779,8.692590700051099,10.872222222222222,57.617777777777775,1297.8890000000001,447.3190000000001
9,194.34,1054.93,1374.9,152.76666666666668,7.074714418030257,21.593333333333334,117.21444444444445,1663.411,288.51099999999997
9,332.35,374.61,830.45,92.27222222222223,2.498721227621483,36.92777777777778,41.623333333333335,1317.3235,486.8734999999999
5,126.44,696.14,845.35,169.07,6.685779816513762,25.288,139.228,1017.582,172.23199999999997
5,66.13,848.03,1050.25,210.05,15.881596854680177,13.225999999999999,169.606,1077.1734000000001,26.92340000000013
6,135.34,1144.13,1478.11,246.35166666666666,10.92145707108024,22.55666666666667,190.68833333333336,1390.381,87.72899999999981
6,233.7,346.98,648.57,108.09500000000001,2.7752246469833124,38.949999999999996,57.830000000000005,956.353,307.7829999999999
9,849.0,1007.41,1785.47,198.38555555555556,2.103027090694935,94.33333333333333,111.93444444444444,1929.4959999999999,144.02599999999984
6,806.0,1760.64,1718.76,286.46,2.132456575682382,134.33333333333334,293.44,2062.084,343.32399999999984
8,891.0,1194.36,2016.46,252.0575,2.2631425364758697,111.375,149.295,1960.5659999999998,55.89400000000023
9,1182.0,1342.24,2164.15,240.4611111111111,1.8309221658206432,131.33333333333334,149.13777777777779,2280.244,116.09400000000005
7,1010.0,1514.03,2063.98,294.8542857142857,2.0435445544554454,144.28571428571428,216.29,2105.918,41.9380000000001
8,892.0,1768.53,1902.37,237.79625,2.132701793721973,111.5,221.06625,2305.518,403.14800000000014
6,825.0,1692.73,1817.77,302.96166666666664,2.203357575757576,137.5,282.12166666666667,2029.888,212.11799999999994
8,1118.0,1758.52,1852.47,231.55875,1.6569499105545618,139.75,219.815,2401.212,548.742
8,1064.0,1756.52,1857.04,232.13,1.7453383458646616,133.0,219.565,2375.7119999999995,518.6719999999996
6,811.0,1252.04,1771.8,295.3,2.1847102342786684,135.16666666666666,208.67333333333332,1759.174,12.625999999999976
7,889.0,1417.96,1826.08,260.86857142857144,2.0540832395950503,127.0,202.56571428571428,1993.826,167.7460000000001
9,1012.0,1429.04,1880.76,208.97333333333333,1.8584584980237153,112.44444444444444,158.78222222222223,2255.824,375.0640000000001
6,909.0,1332.18,1720.21,286.70166666666665,1.8924202420242024,151.5,222.03,1851.358,131.1479999999999
9,1096.0,1690.22,1894.85,210.5388888888889,1.7288777372262774,121.77777777777777,187.8022222222222,2450.3320000000003,555.4820000000004
9,913.0,1021.29,1964.86,218.31777777777776,2.152092004381161,101.44444444444444,113.47666666666666,1966.6239999999998,1.7639999999998963
6,1006.0,1219.71,1803.97,300.6616666666667,1.793210735586481,167.66666666666666,203.285,1827.526,23.55600000000004
6,907.0,1650.17,1737.86,289.6433333333333,1.9160529217199558,151.16666666666666,275.02833333333336,2041.252,303.39200000000005
9,816.0,1171.81,1780.58,197.8422222222222,2.1820833333333334,90.66666666666667,130.20111111111112,2013.286,232.70600000000013
7,1006.0,1181.33,2279.82,325.68857142857144,2.266222664015905,143.71428571428572,168.76142857142855,1904.498,375.3220000000001
6,835.0,1404.28,1765.79,294.29833333333335,2.1147185628742515,139.16666666666666,234.04666666666665,1861.318,95.52800000000002
12,528.0,2476.41,1662.88,138.57333333333335,3.1493939393939394,44.0,206.36749999999998,2966.446,1303.5659999999998
4,69.0,2321.49,322.0,80.5,4.666666666666667,17.25,580.3725,1862.9139999999998,1540.9139999999998
11,1179.0,31.36,1550.55,140.95909090909092,1.3151399491094147,107.18181818181819,2.850909090909091,1671.774,121.22399999999993
13,756.0,954.4,1793.07,137.92846153846153,2.371785714285714,58.15384615384615,73.41538461538461,2255.84,462.7700000000002
1,123.0,2076.65,1171.68,1171.68,9.525853658536587,123.0,2076.65,1444.34,272.65999999999985
3,1162.0,2152.66,1434.71,478.2366666666667,1.2346901893287436,387.3333333333333,717.5533333333333,2157.4959999999996,722.7859999999996
1,822.0,2170.53,1374.91,1374.91,1.6726399026763992,822.0,2170.53,1815.218,440.308
11,558.0,1549.86,1823.47,165.77,3.2678673835125447,50.72727272727273,140.89636363636362,2324.0159999999996,500.5459999999996
2,753.0,1111.16,1353.87,676.935,1.7979681274900396,376.5,555.58,1248.546,105.32399999999984
10,224.0,407.51,794.7,79.47,3.5477678571428575,22.4,40.751,1388.306,593.606
6,383.0,462.79,800.3,133.38333333333333,2.089556135770235,63.833333333333336,77.13166666666667,1093.024,292.72399999999993
8,1005.0,1391.37,1987.39,248.42375,1.9775024875621892,125.625,173.92125,2130.072,142.68200000000002
10,1145.0,311.43,1366.61,136.661,1.193545851528384,114.5,31.143,1745.108,378.49800000000005
5,1004.0,2367.63,1743.85,348.77,1.736902390438247,200.8,473.526,2465.3779999999997,721.5279999999998
5,873.0,1402.35,1676.79,335.358,1.920721649484536,174.6,280.46999999999997,1777.26,100.47000000000003
2,165.0,1813.32,1273.45,636.725,7.717878787878788,82.5,906.66,1405.242,131.79199999999992
5,1076.0,190.33,879.65,175.93,0.8175185873605948,215.2,38.066,1191.3980000000001,311.74800000000016
12,986.0,2390.92,1760.0,146.66666666666666,1.7849898580121704,82.16666666666667,199.24333333333334,3121.252,1361.252
7,948.0,657.17,1578.97,225.56714285714287,1.6655801687763714,135.42857142857142,93.88142857142857,1563.9019999999998,15.068000000000211
3,429.0,2400.13,1411.95,470.65000000000003,3.2912587412587415,143.0,800.0433333333334,1976.128,564.1779999999999
4,362.0,646.43,788.53,197.1325,2.178259668508287,90.5,161.6075,993.7579999999999,205.22799999999995
2,622.0,1871.56,1494.23,747.115,2.402299035369775,311.0,935.78,1645.8359999999998,151.60599999999977
1,140.0,255.99,150.34,150.34,1.0738571428571428,140.0,255.99,359.594,209.254
8,123.0,612.55,851.24,106.405,6.920650406504065,15.375,76.56875,1265.88,414.6400000000001
4,87.0,2463.92,1413.52,353.38,16.24735632183908,21.75,615.98,1958.8120000000001,545.2920000000001
10,164.0,1144.9,1516.43,151.643,9.246524390243902,16.4,114.49000000000001,1803.74,287.30999999999995
1,989.0,2196.84,1439.17,1439.17,1.4551769464105158,989.0,2196.84,1906.154,466.9839999999999
4,470.0,1968.63,1501.1,375.275,3.1938297872340424,117.5,492.1575,1835.678,334.5780000000002
1,37.0,1397.17,1092.94,1092.94,29.53891891891892,37.0,1397.17,989.7620000000001,103.178
8,488.0,439.7,1030.13,128.76625,2.1109221311475412,61.0,54.9625,1326.4199999999998,296.28999999999974
12,757.0,897.4,1780.07,148.33916666666667,2.3514795244385733,63.083333333333336,74.78333333333333,2122.09,342.0200000000002
14,958.0,1727.76,2065.16,147.51142857142855,2.155699373695198,68.42857142857143,123.41142857142857,2910.756,845.596
2,456.0,2390.7,1342.39,671.195,2.9438377192982457,228.0,1195.35,1882.62,540.2299999999998
5,733.0,41.18,771.83,154.366,1.052974079126876,146.6,8.236,879.912,108.082
5,291.0,1279.7,1477.12,295.424,5.076013745704467,58.2,255.94,1441.77,35.34999999999991
10,478.0,2091.79,1568.41,156.841,3.281192468619247,47.8,209.179,2513.174,944.7639999999999
8,817.0,1455.73,1847.26,230.9075,2.2610281517747857,102.125,181.96625,2084.088,236.8280000000002
6,1043.0,1404.35,1807.42,301.2366666666667,1.7329050814956857,173.83333333333334,234.0583333333333,1954.9599999999998,147.53999999999974
2,958.0,1855.58,1549.54,774.77,1.617473903966597,479.0,927.79,1787.4479999999999,237.9079999999999
9,524.0,474.75,935.4,103.93333333333334,1.785114503816794,58.22222222222222,52.75,1463.65,528.2500000000001
6,45.0,81.59,522.58,87.09666666666668,11.61288888888889,7.5,13.598333333333334,699.5310000000001,176.95100000000002
8,342.0,2259.06,1502.02,187.7525,4.39187134502924,42.75,282.3825,2352.336,850.3159999999998
12,379.0,1897.29,1682.98,140.24833333333333,4.440580474934037,31.583333333333332,158.1075,2551.924,868.944
6,333.0,1254.68,1585.02,264.17,4.759819819819819,55.5,209.11333333333334,1545.658,39.36200000000008
2,634.0,1739.81,1490.51,745.255,2.35096214511041,317.0,869.905,1572.186,81.67599999999993
5,285.0,974.73,1282.84,256.568,4.50119298245614,57.0,194.946,1256.088,26.751999999999953
12,33.0,1249.13,1707.38,142.28166666666667,51.73878787878788,2.75,104.09416666666668,1998.6180000000002,291.23800000000006
9,118.0,1285.82,1539.77,171.08555555555554,13.048898305084746,13.11111111111111,142.86888888888888,1767.592,227.82200000000012
1,420.0,2273.6,1220.35,1220.35,2.9055952380952377,420.0,2273.6,1696.1599999999999,475.80999999999995
11,312.0,2072.39,1586.22,144.2018181818182,5.084038461538461,28.363636363636363,188.3990909090909,2526.834,940.6139999999998
10,753.0,2054.02,1779.08,177.908,2.36265604249668,75.3,205.402,2614.2619999999997,835.1819999999998
5,125.0,96.38,570.99,114.19800000000001,4.56792,25.0,19.276,655.992,85.00199999999995
6,597.0,888.84,1395.65,232.60833333333335,2.3377721943048577,99.5,148.14000000000001,1444.954,49.30399999999986
12,1065.0,203.2,1408.25,117.35416666666667,1.322300469483568,88.75,16.933333333333334,1844.17,435.9200000000001
1,214.0,540.03,402.81,402.81,1.8822897196261683,214.0,540.03,613.318,210.50799999999998
11,886.0,922.66,1852.24,168.38545454545454,2.0905643340857787,80.54545454545455,83.87818181818182,2095.2960000000003,243.05600000000027
10,621.0,978.73,1656.28,165.628,2.6671175523349437,62.1,97.873,1909.688,253.40800000000013
4,1000.0,2355.34,1699.56,424.89,1.69956,250.0,588.835,2306.2039999999997,606.6439999999998
13,534.0,1765.96,1881.36,144.72,3.52314606741573,41.07692307692308,135.84307692307692,2642.876,761.5160000000003
6,475.0,1800.71,1671.23,278.53833333333336,3.5183789473684213,79.16666666666667,300.11833333333334,1937.176,265.9459999999999
11,623.0,2265.21,1739.18,158.10727272727274,2.7916211878009634,56.63636363636363,205.92818181818183,2782.4759999999997,1043.2959999999996
1,620.0,973.91,1112.02,1112.02,1.7935806451612903,620.0,973.91,1006.346,105.67399999999998
13,1004.0,1757.75,1960.67,150.82076923076923,1.9528585657370519,77.23076923076923,135.21153846153845,2849.45,888.7799999999997
8,962.0,1929.63,1897.19,237.14875,1.9721309771309772,120.25,241.20375,2433.678,536.4879999999998
14,516.0,1464.67,1842.1,131.57857142857142,3.5699612403100773,36.857142857142854,104.61928571428572,2554.002,711.902
11,685.0,2272.75,1873.94,170.35818181818183,2.7356788321167884,62.27272727272727,206.61363636363637,2814.8999999999996,940.9599999999996
3,307.0,266.21,540.97,180.32333333333335,1.7621172638436482,102.33333333333333,88.73666666666666,640.876,99.90599999999995
3,375.0,1346.21,1339.93,446.6433333333334,3.5731466666666667,125.0,448.7366666666667,1319.476,20.45399999999995
4,1124.0,2177.18,1567.43,391.8575,1.3945106761565838,281.0,544.295,2255.1079999999997,687.6779999999997
3,779.0,2110.9,1520.73,506.91,1.9521566110397945,259.6666666666667,703.6333333333333,1960.09,439.3599999999999
8,1173.0,671.25,1419.34,177.4175,1.21000852514919,146.625,83.90625,1773.6,354.26
14,47.0,1667.14,1745.18,124.6557142857143,37.13148936170213,3.357142857142857,119.08142857142857,2457.544,712.3639999999998
3,981.0,2008.83,1539.47,513.1566666666666,1.5692864424057085,327.0,669.61,1989.748,450.278
5,516.0,1450.67,1547.5,309.5,2.999031007751938,103.2,290.134,1645.602,98.10200000000009
6,471.0,332.51,872.19,145.365,1.851783439490446,78.5,55.41833333333333,1054.4560000000001,182.26600000000008
2,941.0,1565.77,1432.79,716.395,1.522624867162593,470.5,782.885,1605.912,173.12200000000007
10,377.0,301.96,837.36,83.736,2.221114058355438,37.7,30.195999999999998,1393.826,556.466
7,273.0,285.83,793.58,113.36857142857143,2.906886446886447,39.0,40.832857142857144,1037.348,243.76799999999992
1,458.0,834.7,737.28,737.28,1.6097816593886463,458.0,834.7,849.92,112.63999999999999
11,772.0,932.31,1575.52,143.2290909090909,2.0408290155440416,70.18181818181819,84.75545454545454,2049.786,474.2660000000001
11,36.0,1541.47,1593.24,144.84,44.25666666666667,3.272727272727273,140.13363636363636,2075.762,482.52200000000016
12,211.0,1048.29,1579.73,131.64416666666668,7.486872037914692,17.583333333333332,87.3575,1966.924,387.19399999999996
7,987.0,2164.1,1839.67,262.81,1.8639007092198583,141.0,309.15714285714284,2485.6099999999997,645.9399999999996
9,662.0,2275.59,1599.27,177.69666666666666,2.4158157099697886,73.55555555555556,252.84333333333336,2606.254,1006.9839999999999
12,96.0,1164.37,1553.21,129.43416666666667,16.179270833333334,8.0,97.03083333333332,1984.3020000000001,431.0920000000001
5,569.0,1856.7,1623.81,324.762,2.8537961335676623,113.8,371.34000000000003,1913.07,289.26
12,128.0,477.17,874.99,72.91583333333334,6.835859375,10.666666666666666,39.76416666666667,1586.902,711.912
4,886.0,2401.28,1698.0,424.5,1.9164785553047403,221.5,600.32,2282.468,584.4679999999998
13,19.0,807.27,1331.53,102.42538461538462,70.08052631578947,1.4615384615384615,62.097692307692306,1825.382,493.8520000000001
8,275.0,2347.09,1454.47,181.80875,5.288981818181818,34.375,293.38625,2375.004,920.5339999999999
9,963.0,588.5,1434.42,159.38,1.489532710280374,107.0,65.38888888888889,1729.4499999999998,295.02999999999975
14,1056.0,2489.69,1894.16,135.29714285714286,1.7937121212121212,75.42857142857143,177.835,3412.014,1517.854
5,728.0,423.16,947.72,189.544,1.3018131868131868,145.6,84.632,1124.496,176.77600000000007
4,286.0,1063.49,418.17,104.5425,1.4621328671328673,71.5,265.8725,1209.7939999999999,791.6239999999998
11,332.0,1352.48,1663.39,151.21727272727273,5.010210843373494,30.181818181818183,122.95272727272727,2103.888,440.4979999999998
12,49.0,1118.38,1494.81,124.5675,30.506326530612245,4.083333333333333,93.19833333333334,1929.448,434.63800000000015
2,18.0,2503.46,1206.95,603.475,67.05277777777778,9.0,1251.73,1742.516,535.566
14,592.0,1268.36,1930.24,137.87428571428572,3.2605405405405405,42.285714285714285,90.59714285714286,2470.416,540.1760000000002
3,892.0,171.32,875.39,291.7966666666667,0.9813789237668161,297.3333333333333,57.10666666666666,847.1920000000001,28.197999999999865
11,741.0,1872.39,1847.08,167.91636363636363,2.492685560053981,67.36363636363636,170.21727272727273,2599.884,752.8040000000001
14,807.0,2358.41,1819.41,129.95785714285714,2.2545353159851302,57.642857142857146,168.45785714285714,3221.196,1401.7859999999998
5,873.0,1584.53,1796.7,359.34000000000003,2.0580756013745707,174.6,316.906,1886.568,89.86799999999994
3,1159.0,2209.44,1434.84,478.28,1.2379982743744606,386.3333333333333,736.48,2190.214,755.374
11,920.0,1338.65,1871.27,170.11545454545455,2.0339891304347826,83.63636363636364,121.69545454545455,2360.19,488.9200000000001
1,388.0,390.7,332.06,332.06,0.8558247422680413,388.0,390.7,552.02,219.95999999999998
9,576.0,1059.79,1547.5,171.94444444444446,2.6866319444444446,64.0,117.75444444444445,1838.074,290.57400000000007
9,524.0,2367.12,1640.78,182.30888888888887,3.1312595419847327,58.22222222222222,263.0133333333333,2599.072,958.2920000000001
