days,miles,receipts,output,predicted,error,capped_receipts_800,capped_receipts_1000,capped_receipts_1200,capped_receipts_1500,capped_receipts_2000,sqrt_receipts,log_receipts
5,730.0,485.73,991.49,949.24048774,42.24951225999996,485.73,485.73,485.73,485.73,485.73,22.039283109938037,6.187709554553491
5,262.0,1173.79,1485.59,977.9190740199999,507.67092598,800.0,1000.0,1173.79,1173.79,1173.79,34.26061879184321,7.068844687201073
5,446.0,219.98,788.62,668.70302924,119.91697076000003,219.98,219.98,219.98,219.98,219.98,14.83172275900544,5.3980721996850285
5,751.0,407.43,1063.46,927.2743023400001,136.18569765999996,407.43,407.43,407.43,407.43,407.43,20.184895342805223,6.01232054098736
5,324.0,128.94,686.54,558.27174972,128.26825027999996,128.94,128.94,128.94,128.94,128.94,11.355175031676087,4.867072805452385
5,414.0,967.0,1368.94,975.8788559999999,393.0611440000001,800.0,967.0,967.0,967.0,967.0,31.096623610932426,6.875232087276577
5,367.0,290.78,742.25,653.7711096400001,88.47889035999992,290.78,290.78,290.78,290.78,290.78,17.052272575818154,5.676000093643749
5,764.0,848.75,1468.46,1127.2438625,341.21613750000006,800.0,848.75,848.75,848.75,848.75,29.13331426391443,6.744942188576226
5,249.0,873.75,1185.24,839.5529624999999,345.6870375000001,800.0,873.75,873.75,873.75,873.75,29.559262507714905,6.773938131247798
8,862.0,1817.85,1719.37,1795.1459383000001,75.77593830000023,800.0,1000.0,1200.0,1500.0,1817.85,42.63625218050949,7.505959712226172
11,927.0,1994.33,1779.12,2098.30250454,319.1825045400001,800.0,1000.0,1200.0,1500.0,1994.33,44.657922029579474,7.598564729178488
9,602.0,186.69,1085.4,995.9922042200001,89.40779578000001,186.69,186.69,186.69,186.69,186.69,13.663454907160194,5.234791665668158
8,610.0,208.29,841.27,947.20953502,105.93953502,208.29,208.29,208.29,208.29,208.29,14.432255540974875,5.343720850001886
12,333.0,1103.21,1618.13,1428.1844719800001,189.94552801999998,800.0,1000.0,1103.21,1103.21,1103.21,33.214605221197495,7.006885426139311
8,435.0,1129.65,1525.26,1247.4942567,277.76574329999994,800.0,1000.0,1129.65,1129.65,1129.65,33.610266288739815,7.030547967569003
9,218.0,1203.45,1561.63,1216.6988411,344.9311589000001,800.0,1000.0,1200.0,1203.45,1203.45,34.69077687224661,7.0937783101929055
12,781.0,1159.18,1752.72,1712.33543884,40.384561159999976,800.0,1000.0,1159.18,1159.18,1159.18,34.04673258919276,7.05633044447621
11,916.0,1036.91,2098.07,1674.4533125800003,423.61668741999983,800.0,1000.0,1036.91,1036.91,1036.91,32.20108693817648,6.944964354764409
10,358.0,2066.62,1624.11,1737.08377156,112.97377156000016,800.0,1000.0,1200.0,1500.0,2000.0,45.46009238881945,7.634153466325981
12,566.0,2013.7,1752.03,1960.2837806,208.25378060000003,800.0,1000.0,1200.0,1500.0,2000.0,44.87426879627121,7.608225579921863
9,954.0,1483.39,2024.2,1765.4887588200002,258.7112411799999,800.0,1000.0,1200.0,1483.39,1483.39,38.51480234922672,7.302759192435106
9,534.0,1929.94,1624.87,1716.68972772,91.81972772000017,800.0,1000.0,1200.0,1500.0,1929.94,43.93108239048976,7.565762209962342
12,765.0,1343.97,1953.03,1783.63426086,169.39573913999993,800.0,1000.0,1200.0,1343.97,1343.97,36.66019639881925,7.204126986954469
8,630.0,967.69,1388.05,1289.93259222,98.1174077799999,800.0,967.69,967.69,967.69,967.69,31.10771608459869,6.875944643265605
10,909.0,696.0,1505.19,1458.9056580000001,46.284341999999924,696.0,696.0,696.0,696.0,696.0,26.38181191654584,6.546785410760524
10,223.0,745.89,1037.45,1082.9236538199998,45.473653819999754,745.89,745.89,745.89,745.89,745.89,27.31098680018721,6.61591791860021
8,467.0,1178.71,1483.33,1287.43956098,195.89043902000003,800.0,1000.0,1178.71,1178.71,1178.71,34.33234626412823,7.073023924543242
9,708.0,461.07,1110.6,1177.09005066,66.49005066000018,461.07,461.07,461.07,461.07,461.07,21.472540604222875,6.135716394755993
9,885.0,1764.97,1694.37,1848.26282886,153.89282886,800.0,1000.0,1200.0,1500.0,1764.97,42.01154603201363,7.4764553934771465
6,855.0,591.35,1339.72,1130.6079813000001,209.1120186999999,591.35,591.35,591.35,591.35,591.35,24.317689034939153,6.384097676400768
2,993.0,54.24,715.19,725.06099112,9.870991119999985,54.24,54.24,54.24,54.24,54.24,7.364781055808788,4.0116873285410914
5,685.0,747.14,1216.36,1037.13463132,179.22536867999997,747.14,747.14,747.14,747.14,747.14,27.33386178350948,6.61759012623655
3,981.0,341.45,813.95,906.1773951,92.22739509999997,341.45,341.45,341.45,341.45,341.45,18.478365728602732,5.836125661643914
5,770.0,873.33,1502.49,1141.4404165400001,361.0495834599999,800.0,873.33,873.33,873.33,873.33,29.552157281660506,6.773457878762979
6,697.0,651.64,1237.71,1065.28989232,172.42010768,651.64,651.64,651.64,651.64,651.64,25.52724035221982,6.481025675569248
3,795.0,450.85,743.94,846.0390123,102.09901229999991,450.85,450.85,450.85,450.85,450.85,21.233228675827895,6.113350266347965
3,606.0,1184.23,1364.54,1056.2402507400002,308.29974925999977,800.0,1000.0,1184.23,1184.23,1184.23,34.41264302549283,7.07769212756266
3,842.0,865.37,1251.14,1054.03561406,197.10438594000016,800.0,865.37,865.37,865.37,865.37,29.41717185590756,6.764312069048505
7,748.0,241.73,971.31,978.96225574,7.652255740000101,241.73,241.73,241.73,241.73,241.73,15.547668635522175,5.491949714487858
7,624.0,148.16,905.79,866.26822008,39.52177991999997,148.16,148.16,148.16,148.16,148.16,12.172099243762352,5.00501955531062
2,713.0,740.33,1048.28,861.88110254,186.39889745999994,740.33,740.33,740.33,740.33,740.33,27.209005862030313,6.608445870289377
3,874.0,1191.4,1515.99,1214.7503632,301.23963679999997,800.0,1000.0,1191.4,1191.4,1191.4,34.51666264284541,7.083723361803917
6,761.0,530.19,1120.1,1049.43963722,70.66036278000001,530.19,530.19,530.19,530.19,530.19,23.02585503298412,6.275119772683821
1,815.0,97.89,539.36,578.05201982,38.69201982000004,97.89,97.89,97.89,97.89,97.89,9.893937537704591,4.5940081212819
1,601.0,497.7,644.12,628.3093126,15.810687400000006,497.7,497.7,497.7,497.7,497.7,22.30919093109385,6.212004712552077
7,817.0,1127.87,1809.91,1405.3584790599998,404.5515209400003,800.0,1000.0,1127.87,1127.87,1127.87,33.58377584489272,7.028972411372803
1,606.0,923.0,1050.05,816.6552240000001,233.39477599999987,800.0,923.0,923.0,923.0,923.0,30.380915061926625,6.828712071641684
1,909.0,741.82,866.07,913.33022916,47.260229159999994,741.82,741.82,741.82,741.82,741.82,27.2363727394086,6.610453754264164
3,624.0,1160.92,1459.34,1056.51242496,402.82757503999983,800.0,1000.0,1160.92,1160.92,1160.92,34.07227612003636,7.057829088225971
4,650.0,619.49,676.38,898.3423206200001,221.96232062000013,619.49,619.49,619.49,619.49,619.49,24.88955604264568,6.430509488479342
6,204.0,818.99,628.4,852.42438162,224.02438161999999,800.0,818.99,818.99,818.99,818.99,28.618001327835596,6.709292145061987
1,263.0,396.49,198.42,388.20888662000004,189.78888662000006,396.49,396.49,396.49,396.49,396.49,19.912056649176147,5.985169776545233
1,451.0,555.49,162.18,566.53944862,404.35944862,555.49,555.49,555.49,555.49,555.49,23.568835355188853,6.321649201102216
10,424.0,474.99,831.96,1081.33874962,249.37874962,474.99,474.99,474.99,474.99,474.99,21.794265300762035,6.165396845607379
2,565.0,389.49,415.96,623.0926106200001,207.1326106200001,389.49,389.49,389.49,389.49,389.49,19.735501007068454,5.967402360757223
9,397.0,348.49,913.29,947.6862026200001,34.39620262000017,348.49,348.49,348.49,348.49,348.49,18.66788686488109,5.856474948961234
1,532.0,413.99,355.57,551.80306162,196.23306162,413.99,413.99,413.99,413.99,413.99,20.34674421129828,6.028254423554833
2,384.0,495.49,290.36,564.37064862,274.01064862,495.49,495.49,495.49,495.49,495.49,22.259604668547013,6.207563342295487
5,754.0,489.99,765.13,965.0129696199999,199.88296961999993,489.99,489.99,489.99,489.99,489.99,22.135717743050485,6.196423760988341
1,344.46,813.85,707.88,617.4233997,90.45660029999999,800.0,813.85,813.85,813.85,813.85,28.528056365620145,6.703004047221998
3,906.3,540.03,848.42,949.4555081399999,101.03550813999993,540.03,540.03,540.03,540.03,540.03,23.238545565503877,6.2934747301740925
3,1007.56,187.52,764.64,854.45728816,89.81728815999998,187.52,187.52,187.52,187.52,187.52,13.693794214898952,5.23920410205553
1,359.62,221.15,255.57,367.7732935,112.20329350000003,221.15,221.15,221.15,221.15,221.15,14.871112937504039,5.403352829381918
1,362.79,749.19,636.51,599.8567333200001,36.65326667999989,749.19,749.19,749.19,749.19,749.19,27.3713353711506,6.620326507780219
1,288.72,159.26,303.94,299.67979068,4.260209320000001,159.26,159.26,159.26,159.26,159.26,12.619825672330025,5.076797496349925
2,782.17,830.72,1165.44,941.39865166,224.04134834,800.0,830.72,830.72,830.72,830.72,28.822213655442916,6.723495845717894
2,623.18,347.54,625.15,638.53299872,13.382998720000046,347.54,347.54,347.54,347.54,347.54,18.64242473499625,5.853753001232496
3,1061.15,388.5,693.36,973.1631515,279.8031515,388.5,388.5,388.5,388.5,388.5,19.710403344427025,5.964863865310803
1,252.75,285.5,331.74,333.8701815,2.130181499999992,285.5,285.5,285.5,285.5,285.5,16.896745248715803,5.6577385361547945
3,1020.39,250.62,779.08,889.4099916600001,110.32999166000002,250.62,250.62,250.62,250.62,250.62,15.830982281589478,5.527920012922985
1,257.97,816.81,738.01,568.56803508,169.44196492000003,800.0,816.81,816.81,816.81,816.81,28.579888033370597,6.706630035784371
3,1025.03,592.55,992.4,1041.1946906,48.79469060000008,592.55,592.55,592.55,592.55,592.55,24.342349927646673,6.386121456499543
2,794.32,402.31,671.06,761.6400605800001,90.58006058000012,402.31,402.31,402.31,402.31,402.31,20.057666863321867,5.99970549700956
1,276.85,485.54,361.66,435.06816202000005,73.40816202000002,485.54,485.54,485.54,485.54,485.54,22.03497220329538,6.187319118184521
2,851.68,473.96,650.68,826.13893768,175.45893768000008,473.96,473.96,473.96,473.96,473.96,21.770622407271684,6.16323058996242
3,859.12,611.07,960.47,953.0771554600001,7.392844539999942,611.07,611.07,611.07,611.07,611.07,24.719830096503497,6.416846655056505
3,1317.07,476.87,787.42,1160.07568636,372.65568636,476.87,476.87,476.87,476.87,476.87,21.837353319484485,6.169338728974656
1,388.1,827.37,741.46,648.62066906,92.83933094000008,800.0,827.37,827.37,827.37,827.37,28.764040050034698,6.719459914476488
1,264.39,758.27,636.19,546.76462236,89.42537764000008,758.27,758.27,758.27,758.27,758.27,27.53670278010786,6.632357445363575
5,198.21,594.83,807.48,688.4857094399999,118.99429056000008,594.83,594.83,594.83,594.83,594.83,24.38913692609888,6.38995539147881
6,72.85,457.75,666.59,618.870556,47.71944400000007,457.75,457.75,457.75,457.75,457.75,21.395092895334667,6.12850539936878
8,297.64,481.09,835.08,885.05749702,49.97749701999999,481.09,481.09,481.09,481.09,481.09,21.933763926877667,6.17813081861192
7,237.33,1262.27,1452.17,1127.87511696,324.29488304000006,800.0,1000.0,1200.0,1262.27,1262.27,35.528439312753385,7.141458876225594
5,195.73,1228.49,511.23,963.34766932,452.11766932,800.0,1000.0,1200.0,1228.49,1228.49,35.04982168285596,7.114354728235615
8,276.28,1179.9,1522.6,1177.3808974,345.2191025999998,800.0,1000.0,1179.9,1179.9,1179.9,34.34967248752162,7.074032138607236
8,302.24,1046.04,1353.77,1134.06419912,219.70580087999997,800.0,1000.0,1046.04,1046.04,1046.04,32.3425416440947,6.953722414534273
8,266.87,252.08,880.41,767.36029634,113.04970365999998,252.08,252.08,252.08,252.08,252.08,15.877027429591474,5.533705644278683
9,310.69,239.64,828.16,850.1817914200001,22.021791420000113,239.64,239.64,239.64,239.64,239.64,15.480310074413884,5.483302040761475
6,222.08,709.07,1031.34,814.9776878600001,216.36231213999986,709.07,709.07,709.07,709.07,709.07,26.62836833153695,6.565363556724829
8,264.94,720.67,1019.85,970.56434806,49.28565193999998,720.67,720.67,720.67,720.67,720.67,26.8452975397927,6.581567970695458
8,161.15,1230.37,1499.24,1132.63651256,366.60348744,800.0,1000.0,1200.0,1230.37,1230.37,35.076630396889605,7.115882649666127
9,259.96,554.74,835.54,958.16461852,122.62461852000001,554.74,554.74,554.74,554.74,554.74,23.552919139673538,6.320300558980213
9,97.85,518.56,850.57,848.39900678,2.170993220000014,518.56,518.56,518.56,518.56,518.56,22.77191252398445,6.252982299539083
9,194.34,1054.93,1374.9,1138.2206459400002,236.67935405999992,800.0,1000.0,1054.93,1054.93,1054.93,32.479685959072945,6.9621771741902805
9,332.35,374.61,830.45,921.5920916800001,91.14209168000002,374.61,374.61,374.61,374.61,374.61,19.354844354837887,5.928551371047852
5,126.44,696.14,845.35,691.0491909199999,154.30080908000014,696.14,696.14,696.14,696.14,696.14,26.38446512628217,6.546986251422825
5,66.13,848.03,1050.25,722.31186784,327.93813216,800.0,848.03,848.03,848.03,848.03,29.120954654681224,6.744094521376103
6,135.34,1144.13,1478.11,954.3893955400001,523.7206044599998,800.0,1000.0,1144.13,1144.13,1144.13,33.82499076126999,7.043273446661393
6,233.7,346.98,648.57,663.82984824,15.259848239999997,346.98,346.98,346.98,346.98,346.98,18.627399174334563,5.85214500685857
9,849.0,1007.41,1785.47,1497.06544158,288.40455842000006,800.0,1000.0,1007.41,1007.41,1007.41,31.739722746111063,6.916130111964317
6,806.0,1760.64,1718.76,1612.0531443199998,106.70685568000022,800.0,1000.0,1200.0,1500.0,1760.64,41.95998093421874,7.47400047234096
8,891.0,1194.36,2016.46,1540.0945156799999,476.3654843200002,800.0,1000.0,1194.36,1194.36,1194.36,34.55951388547009,7.086202674227491
9,1182.0,1342.24,2164.15,1836.13411512,328.01588488000016,800.0,1000.0,1200.0,1342.24,1342.24,36.636593728129256,7.202839884950659
7,1010.0,1514.03,2063.98,1685.6383831399999,378.34161686000016,800.0,1000.0,1200.0,1500.0,1514.03,38.9105384182743,7.323190519727611
8,892.0,1768.53,1902.37,1791.0342441399998,111.33575586000006,800.0,1000.0,1200.0,1500.0,1768.53,42.053893993303404,7.478469253583593
6,825.0,1692.73,1817.77,1593.4578137400001,224.31218625999986,800.0,1000.0,1200.0,1500.0,1692.73,41.142800099166806,7.434688476440214
8,1118.0,1758.52,1852.47,1917.7020437600002,65.23204376000012,800.0,1000.0,1200.0,1500.0,1758.52,41.934711159134025,7.4727963235626245
8,1064.0,1756.52,1857.04,1885.5213077600001,28.481307760000163,800.0,1000.0,1200.0,1500.0,1756.52,41.91085778172525,7.471659003420924
6,811.0,1252.04,1771.8,1393.18316752,378.61683247999986,800.0,1000.0,1200.0,1252.04,1252.04,35.384177254812634,7.133327877770407
7,889.0,1417.96,1826.08,1573.5936224799998,252.48637752000013,800.0,1000.0,1200.0,1417.96,1417.96,37.65580964472813,7.257679487897331
9,1012.0,1429.04,1880.76,1775.41791352,105.34208648000003,800.0,1000.0,1200.0,1429.04,1429.04,37.80264541007679,7.265457694890715
6,909.0,1332.18,1720.21,1484.9466728400002,235.2633271599998,800.0,1000.0,1200.0,1332.18,1332.18,36.49904108329423,7.195322344820911
9,1096.0,1690.22,1894.85,1938.00467836,43.15467836000016,800.0,1000.0,1200.0,1500.0,1690.22,41.11228526851797,7.43320544096847
9,913.0,1021.29,1964.86,1540.2242090200002,424.6357909799997,800.0,1000.0,1021.29,1021.29,1021.29,31.957628197349063,6.929800487850702
6,1006.0,1219.71,1803.97,1492.14510898,311.82489102,800.0,1000.0,1200.0,1219.71,1219.71,34.9243468084945,7.1071879356631715
6,907.0,1650.17,1737.86,1622.44281646,115.41718354,800.0,1000.0,1200.0,1500.0,1650.17,40.622284524630075,7.409239406517542
9,816.0,1171.81,1780.58,1549.6170187799999,230.96298122000007,800.0,1000.0,1171.81,1171.81,1171.81,34.23171044514136,7.067157857699037
7,1006.0,1181.33,2279.82,1538.24938054,741.5706194600002,800.0,1000.0,1181.33,1181.33,1181.33,34.370481521212355,7.075242346817636
6,835.0,1404.28,1765.79,1473.48055264,292.3094473599999,800.0,1000.0,1200.0,1404.28,1404.28,37.47372412771381,7.247991850168807
12,528.0,2476.41,1662.88,2140.01090358,477.13090358,800.0,1000.0,1200.0,1500.0,2000.0,49.76354087080219,7.8149689386018215
4,69.0,2321.49,322.0,1303.62100662,981.6210066199999,800.0,1000.0,1200.0,1500.0,2000.0,48.18184305316682,7.750395164973665
11,1179.0,31.36,1550.55,1388.48007168,162.06992831999992,31.36,31.36,31.36,31.36,31.36,5.6,3.4769230921902907
13,756.0,954.4,1793.07,1671.3882372,121.68176279999989,800.0,954.4,954.4,954.4,954.4,30.893364983439405,6.862130100955861
1,123.0,2076.65,1171.68,1039.6518927000002,132.02810729999987,800.0,1000.0,1200.0,1500.0,2000.0,45.57027539965059,7.638992726289217
3,1162.0,2152.66,1434.71,1800.87577108,366.16577108,800.0,1000.0,1200.0,1500.0,2000.0,46.396767128755855,7.674923999389211
1,822.0,2170.53,1374.91,1485.86035014,110.95035013999995,800.0,1000.0,1200.0,1500.0,2000.0,46.58894718707432,7.683187267214468
11,558.0,1549.86,1823.47,1690.5541846800002,132.91581531999987,800.0,1000.0,1200.0,1500.0,1549.86,39.368261328130814,7.3465648947568845
2,753.0,1111.16,1353.87,1046.76867408,307.1013259199999,800.0,1000.0,1111.16,1111.16,1111.16,33.33406665860018,7.014059349352176
10,224.0,407.51,794.7,935.95690538,141.25690537999992,407.51,407.51,407.51,407.51,407.51,20.186876925369113,6.012516393804594
6,383.0,462.79,800.3,800.8900560200001,0.5900560200001337,462.79,462.79,462.79,462.79,462.79,21.51255447407397,6.139431863571309
8,1005.0,1391.37,1987.39,1692.09442206,295.29557794000016,800.0,1000.0,1200.0,1391.37,1391.37,37.301072370643716,7.238762610172283
10,1145.0,311.43,1366.61,1428.04896434,61.43896434000021,311.43,311.43,311.43,311.43,311.43,17.64737940885275,5.744380444084709
5,1004.0,2367.63,1743.85,1928.68285994,184.83285994000016,800.0,1000.0,1200.0,1500.0,2000.0,48.65829836728778,7.770067007916888
5,873.0,1402.35,1676.79,1431.8316092999999,244.9583907000001,800.0,1000.0,1200.0,1402.35,1402.35,37.44796389658588,7.246617514422353
2,165.0,1813.32,1273.45,1012.0205961599999,261.4294038400002,800.0,1000.0,1200.0,1500.0,1813.32,42.5830952374296,7.503466020850606
5,1076.0,190.33,879.65,1021.0422025400001,141.39220254000008,190.33,190.33,190.33,190.33,190.33,13.796013917070395,5.253999685896911
12,986.0,2390.92,1760.0,2368.2778349600003,608.2778349600003,800.0,1000.0,1200.0,1500.0,2000.0,48.89703467491664,7.779851669695178
7,948.0,657.17,1578.97,1276.06788246,302.90211754000006,657.17,657.17,657.17,657.17,657.17,25.63532718730151,6.4894632566190795
3,429.0,2400.13,1411.95,1483.7960249399998,71.84602493999978,800.0,1000.0,1200.0,1500.0,2000.0,48.99112164464088,7.7836947388621365
4,362.0,646.43,788.53,743.1096643400001,45.420335659999864,646.43,646.43,646.43,646.43,646.43,25.424987708944915,6.473010679621482
2,622.0,1871.56,1494.23,1302.37947928,191.85052072000008,800.0,1000.0,1200.0,1500.0,1871.56,43.26153025495053,7.535061757601649
1,140.0,255.99,150.34,255.63137762,105.29137761999999,255.99,255.99,255.99,255.99,255.99,15.999687496948184,5.54903717363235
8,123.0,612.55,851.24,841.1245269,10.115473100000031,612.55,612.55,612.55,612.55,612.55,24.7497474734592,6.419261760422557
4,87.0,2463.92,1413.52,1376.16211896,37.35788103999994,800.0,1000.0,1200.0,1500.0,2000.0,49.63788875445852,7.8099146315890815
10,164.0,1144.9,1516.43,1222.6995662,293.7304338000001,800.0,1000.0,1144.9,1144.9,1144.9,33.83637096380166,7.043945633432402
1,989.0,2196.84,1439.17,1594.1574399200001,154.98743992000004,800.0,1000.0,1200.0,1500.0,2000.0,46.870459780121635,7.6952303388654055
4,470.0,1968.63,1501.1,1382.2564279399999,118.84357206000004,800.0,1000.0,1200.0,1500.0,1968.63,44.36924610583326,7.585600986833281
1,37.0,1397.17,1092.94,693.51085246,399.42914754000003,800.0,1000.0,1200.0,1397.17,1397.17,37.37873727134185,7.2429195176897805
8,488.0,439.7,1030.13,977.3787086,52.75129140000013,439.7,439.7,439.7,439.7,439.7,20.96902477465273,6.088364371847941
12,757.0,897.4,1780.07,1584.2744512,195.7955488,800.0,897.4,897.4,897.4,897.4,29.95663532508282,6.800615403424233
14,958.0,1727.76,2065.16,2188.55957488,123.39957488000027,800.0,1000.0,1200.0,1500.0,1727.76,41.56633253006572,7.45515966748863
2,456.0,2390.7,1342.39,1432.4991066,90.1091065999999,800.0,1000.0,1200.0,1500.0,2000.0,48.89478499799339,7.779759689144819
5,733.0,41.18,771.83,757.13916484,14.690835160000006,41.18,41.18,41.18,41.18,41.18,6.417164482853778,3.7419461750506287
5,291.0,1279.7,1477.12,1040.9137686000001,436.20623139999975,800.0,1000.0,1200.0,1279.7,1279.7,35.77289476684827,7.155162082432026
10,478.0,2091.79,1568.41,1817.6336480199998,249.2236480199997,800.0,1000.0,1200.0,1500.0,2000.0,45.73609078178851,7.646253382964002
8,817.0,1455.73,1847.26,1611.1573077400003,236.10269225999969,800.0,1000.0,1200.0,1455.73,1455.73,38.15402993131918,7.283949476737243
6,1043.0,1404.35,1807.42,1594.1073953,213.31260470000007,800.0,1000.0,1200.0,1404.35,1404.35,37.474658103843986,7.248041661065307
2,958.0,1855.58,1549.54,1490.22103204,59.31896796000001,800.0,1000.0,1200.0,1500.0,1855.58,43.076443678651096,7.526491364528191
9,524.0,474.75,935.4,1076.3736905,140.9736905000001,474.75,474.75,474.75,474.75,474.75,21.788758569500924,6.164892506176259
6,45.0,81.59,522.58,438.70335042000005,83.87664957999999,81.59,81.59,81.59,81.59,81.59,9.032718306246466,4.413888607822626
8,342.0,2259.06,1502.02,1686.03946428,184.01946427999997,800.0,1000.0,1200.0,1500.0,2000.0,47.529569743476536,7.723146640586488
12,379.0,1897.29,1682.98,1801.10386702,118.12386702000003,800.0,1000.0,1200.0,1500.0,1897.29,43.55789251100195,7.548708759911368
6,333.0,1254.68,1585.02,1117.1946878400001,467.82531215999984,800.0,1000.0,1200.0,1254.68,1254.68,35.42146242040269,7.1354325374968885
2,634.0,1739.81,1490.51,1251.88895278,238.62104722000004,800.0,1000.0,1200.0,1500.0,1739.81,41.711029716371186,7.462105801130418
5,285.0,974.73,1282.84,904.45651974,378.38348025999994,800.0,974.73,974.73,974.73,974.73,31.22066623248133,6.883185908797108
12,33.0,1249.13,1707.38,1317.8741369400002,389.5058630599999,800.0,1000.0,1200.0,1249.13,1249.13,35.34303325975291,7.131002824888721
9,118.0,1285.82,1539.77,1194.6362911600002,345.1337088399998,800.0,1000.0,1200.0,1285.82,1285.82,35.85833236501664,7.159929337674925
1,420.0,2273.6,1220.35,1297.7272068,77.37720680000007,800.0,1000.0,1200.0,1500.0,2000.0,47.68228182459392,7.7295594917503445
11,312.0,2072.39,1586.22,1775.7687808199998,189.54878081999982,800.0,1000.0,1200.0,1500.0,2000.0,45.52351040945766,7.636940227881336
10,753.0,2054.02,1779.08,1960.6067427599999,181.52674275999993,800.0,1000.0,1200.0,1500.0,2000.0,45.32129742185234,7.6280408592430735
5,125.0,96.38,570.99,428.69614243999996,142.29385756000005,96.38,96.38,96.38,96.38,96.38,9.817331613019904,4.578620850754555
6,597.0,888.84,1395.65,1110.73910592,284.91089408000016,800.0,888.84,888.84,888.84,888.84,29.813419797131626,6.791041671283774
