days,miles,receipts,output,predicted,error,rounded_receipts_10,rounded_receipts_50,rounded_receipts_100,log_receipts,predicted_final,error_final
1,133.0,8.34,179.06,143.58803692,35.471963079999995,10.0,0.0,0.0,2.234306252240751,373.17361538170786,194.11361538170786
1,59.0,8.31,120.65,100.67049578000001,19.979504219999995,10.0,0.0,0.0,2.231089091288976,345.1172560241535,224.4672560241535
2,89.0,13.85,234.2,183.3192563,50.88074369999998,10.0,0.0,0.0,2.6979998652487085,457.96521683861863,223.76521683861864
2,147.0,17.43,325.56,218.50809234,107.05190766000001,20.0,0.0,0.0,2.9139797716817317,506.7477595222601,181.18775952226008
5,130.0,306.9,574.1,523.3898122,50.71018779999997,310.0,300.0,300.0,5.729775054930455,982.9204875634421,408.82048756344204
5,173.0,1337.9,1443.96,997.8759602,446.0840398,1340.0,1350.0,1300.0,7.1996036603033335,1183.4757690849776,260.4842309150224
5,592.0,433.75,869.0,846.5642124999999,22.43578750000006,430.0,450.0,400.0,6.074771153234392,1198.864617373216,329.8646173732161
5,679.0,476.08,1030.41,915.4634310399999,114.94656896000015,480.0,500.0,500.0,6.167684191710468,1243.03711945403,212.62711945402998
5,708.0,1129.52,1654.62,1217.20201176,437.4179882399999,1130.0,1150.0,1100.0,7.030432982848577,1362.1626487605265,292.4573512394734
5,261.0,464.94,621.12,668.25374772,47.133747719999974,460.0,450.0,500.0,6.144056870471156,1083.8719501591045,462.75195015910447
5,794.0,511.0,1139.94,997.365728,142.57427200000006,510.0,500.0,500.0,6.238324625039508,1294.8771834660122,154.93718346601213
5,521.0,1448.55,1624.01,1247.8904849,376.11951509999994,1450.0,1450.0,1400.0,7.279008442420112,1323.4840765557371,300.52592344426284
5,595.0,863.93,1231.67,1035.87840934,195.7915906600001,860.0,850.0,900.0,6.762648578801795,1286.3252421254517,54.65524212545165
5,811.0,952.39,1608.6,1199.68497082,408.9150291799999,950.0,950.0,1000.0,6.860024053938709,1379.2629797245013,229.33702027549862
5,477.0,704.42,1045.96,897.91076796,148.04923204,700.0,700.0,700.0,6.558793370107705,1216.6435521030526,170.68355210305253
5,730.0,485.73,991.49,949.24048774,42.24951225999996,490.0,500.0,500.0,6.187709554553491,1264.6084630585556,273.11846305855556
5,262.0,1173.79,1485.59,977.9190740199999,507.67092598,1170.0,1150.0,1200.0,7.068844687201073,1200.3212368055272,285.26876319447274
5,446.0,219.98,788.62,668.70302924,119.91697076000003,220.0,200.0,200.0,5.3980721996850285,1059.3703759647262,270.75037596472623
5,751.0,407.43,1063.46,927.2743023400001,136.18569765999996,410.0,400.0,400.0,6.01232054098736,1250.4416943142712,186.98169431427118
5,324.0,128.94,686.54,558.27174972,128.26825027999996,130.0,150.0,100.0,4.867072805452385,947.1321463642164,260.59214636421643
5,414.0,967.0,1368.94,975.8788559999999,393.0611440000001,970.0,950.0,1000.0,6.875232087276577,1232.8196126225903,136.12038737740977
5,367.0,290.78,742.25,653.7711096400001,88.47889035999992,290.0,300.0,300.0,5.676000093643749,1064.7337839860945,322.4837839860945
5,764.0,848.75,1468.46,1127.2438625,341.21613750000006,850.0,850.0,800.0,6.744942188576226,1347.2552634117037,121.20473658829633
5,249.0,873.75,1185.24,839.5529624999999,345.6870375000001,870.0,850.0,900.0,6.773938131247798,1158.4478847981334,26.792115201866636
8,862.0,1817.85,1719.37,1795.1459383000001,75.77593830000023,1820.0,1800.0,1800.0,7.505959712226172,1608.4942129404103,110.87578705958958
11,927.0,1994.33,1779.12,2098.30250454,319.1825045400001,1990.0,2000.0,2000.0,7.598564729178488,1773.5052000943106,5.614799905689324
9,602.0,186.69,1085.4,995.9922042200001,89.40779578000001,190.0,200.0,200.0,5.234791665668158,1269.3015437599588,183.9015437599587
8,610.0,208.29,841.27,947.20953502,105.93953502,210.0,200.0,200.0,5.343720850001886,1242.9306315921792,401.66063159217924
12,333.0,1103.21,1618.13,1428.1844719800001,189.94552801999998,1100.0,1100.0,1100.0,7.006885426139311,1520.3049455901703,97.82505440982982
8,435.0,1129.65,1525.26,1247.4942567,277.76574329999994,1130.0,1150.0,1100.0,7.030547967569003,1389.2597527741357,136.0002472258643
9,218.0,1203.45,1561.63,1216.6988411,344.9311589000001,1200.0,1200.0,1200.0,7.0937783101929055,1359.1396461494794,202.4903538505207
12,781.0,1159.18,1752.72,1712.33543884,40.384561159999976,1160.0,1150.0,1200.0,7.05633044447621,1693.9211421934742,58.7988578065258
11,916.0,1036.91,2098.07,1674.4533125800003,423.61668741999983,1040.0,1050.0,1000.0,6.944964354764409,1687.357425976568,410.7125740234321
10,358.0,2066.62,1624.11,1737.08377156,112.97377156000016,2070.0,2050.0,2100.0,7.634153466325981,1522.3137057049676,101.79629429503234
12,566.0,2013.7,1752.03,1960.2837806,208.25378060000003,2010.0,2000.0,2000.0,7.608225579921863,1682.850892698753,69.17910730124709
9,954.0,1483.39,2024.2,1765.4887588200002,258.7112411799999,1480.0,1500.0,1500.0,7.302759192435106,1660.4008874695085,363.7991125304916
9,534.0,1929.94,1624.87,1716.68972772,91.81972772000017,1930.0,1950.0,1900.0,7.565762209962342,1536.4650255645965,88.40497443540335
12,765.0,1343.97,1953.03,1783.63426086,169.39573913999993,1340.0,1350.0,1300.0,7.204126986954469,1706.4930320882734,246.5369679117266
8,630.0,967.69,1388.05,1289.93259222,98.1174077799999,970.0,950.0,1000.0,6.875944643265605,1442.7227903343542,54.672790334354204
10,909.0,696.0,1505.19,1458.9056580000001,46.284341999999924,700.0,700.0,700.0,6.546785410760524,1591.7311176210023,86.54111762100229
10,223.0,745.89,1037.45,1082.9236538199998,45.473653819999754,750.0,750.0,700.0,6.61591791860021,1344.0616956686188,306.6116956686187
8,467.0,1178.71,1483.33,1287.43956098,195.89043902000003,1180.0,1200.0,1200.0,7.073023924543242,1406.5490234094018,76.78097659059813
9,708.0,461.07,1110.6,1177.09005066,66.49005066000018,460.0,450.0,500.0,6.135716394755993,1421.9923653565713,311.3923653565714
9,885.0,1764.97,1694.37,1848.26282886,153.89282886,1760.0,1750.0,1800.0,7.4764553934771465,1656.418389226868,37.95161077313196
6,855.0,591.35,1339.72,1130.6079813000001,209.1120186999999,590.0,600.0,600.0,6.384097676400768,1379.0014223562507,39.28142235625069
2,993.0,54.24,715.19,725.06099112,9.870991119999985,50.0,50.0,100.0,4.0116873285410914,960.6635049504158,245.47350495041576
5,685.0,747.14,1216.36,1037.13463132,179.22536867999997,750.0,750.0,700.0,6.61759012623655,1301.7495805409253,85.38958054092541
3,981.0,341.45,813.95,906.1773951,92.22739509999997,340.0,350.0,300.0,5.836125661643914,1228.2081077040896,414.2581077040895
5,770.0,873.33,1502.49,1141.4404165400001,361.0495834599999,870.0,850.0,900.0,6.773457878762979,1353.0765358098133,149.4134641901867
6,697.0,651.64,1237.71,1065.28989232,172.42010768,650.0,650.0,700.0,6.481025675569248,1332.1254898889813,94.41548988898126
3,795.0,450.85,743.94,846.0390123,102.09901229999991,450.0,450.0,500.0,6.113350266347965,1193.4991427808436,449.55914278084356
3,606.0,1184.23,1364.54,1056.2402507400002,308.29974925999977,1180.0,1200.0,1200.0,7.07769212756266,1243.9132902772744,120.62670972272554
3,842.0,865.37,1251.14,1054.03561406,197.10438594000016,870.0,850.0,900.0,6.764312069048505,1292.768328150001,41.628328150000925
7,748.0,241.73,971.31,978.96225574,7.652255740000101,240.0,250.0,200.0,5.491949714487858,1270.071267148703,298.76126714870315
7,624.0,148.16,905.79,866.26822008,39.52177991999997,150.0,150.0,100.0,5.00501955531062,1162.6170622642796,256.8270622642797
2,713.0,740.33,1048.28,861.88110254,186.39889745999994,740.0,750.0,700.0,6.608445870289377,1181.9667830701712,133.68678307017126
3,874.0,1191.4,1515.99,1214.7503632,301.23963679999997,1190.0,1200.0,1200.0,7.083723361803917,1344.8173951881456,171.1726048118544
6,761.0,530.19,1120.1,1049.43963722,70.66036278000001,530.0,550.0,500.0,6.275119772683821,1330.1967415902225,210.09674159022256
1,815.0,97.89,539.36,578.05201982,38.69201982000004,100.0,100.0,100.0,4.5940081212819,924.2057118937225,384.8457118937225
1,601.0,497.7,644.12,628.3093126,15.810687400000006,500.0,500.0,500.0,6.212004712552077,1047.3218619711638,403.2018619711638
7,817.0,1127.87,1809.91,1405.3584790599998,404.5515209400003,1130.0,1150.0,1100.0,7.028972411372803,1488.776239960228,321.13376003977214
1,606.0,923.0,1050.05,816.6552240000001,233.39477599999987,920.0,900.0,900.0,6.828712071641684,1126.5968759297045,76.54687592970458
1,909.0,741.82,866.07,913.33022916,47.260229159999994,740.0,750.0,700.0,6.610453754264164,1212.4279799000951,346.3579799000951
3,624.0,1160.92,1459.34,1056.51242496,402.82757503999983,1160.0,1150.0,1200.0,7.057829088225971,1248.1464594270428,211.1935405729571
4,650.0,619.49,676.38,898.3423206200001,221.96232062000013,620.0,600.0,600.0,6.430509488479342,1222.156343860011,545.776343860011
6,204.0,818.99,628.4,852.42438162,224.02438161999999,820.0,800.0,800.0,6.709292145061987,1176.5507665906896,548.1507665906896
1,263.0,396.49,198.42,388.20888662000004,189.78888662000006,400.0,400.0,400.0,5.985169776545233,892.5455532042936,694.1255532042936
1,451.0,555.49,162.18,566.53944862,404.35944862,560.0,550.0,600.0,6.321649201102216,1005.0315168446009,842.8515168446008
10,424.0,474.99,831.96,1081.33874962,249.37874962,470.0,450.0,500.0,6.165396845607379,1362.6244406095714,530.6644406095713
2,565.0,389.49,415.96,623.0926106200001,207.1326106200001,390.0,400.0,400.0,5.967402360757223,1046.2005015652398,630.2405015652398
9,397.0,348.49,913.29,947.6862026200001,34.39620262000017,350.0,350.0,300.0,5.856474948961234,1270.7276502678292,357.4376502678292
1,532.0,413.99,355.57,551.80306162,196.23306162,410.0,400.0,400.0,6.028254423554833,998.4741348705245,642.9041348705246
2,384.0,495.49,290.36,564.37064862,274.01064862,500.0,500.0,500.0,6.207563342295487,1008.707877325038,718.347877325038
5,754.0,489.99,765.13,965.0129696199999,199.88296961999993,490.0,500.0,500.0,6.196423760988341,1274.670630812945,509.5406308129451
1,344.46,813.85,707.88,617.4233997,90.45660029999999,810.0,800.0,800.0,6.703004047221998,1013.085420584395,305.20542058439503
3,906.3,540.03,848.42,949.4555081399999,101.03550813999993,540.0,550.0,500.0,6.2934747301740925,1257.6985690526124,409.2785690526124
3,1007.56,187.52,764.64,854.45728816,89.81728815999998,190.0,200.0,200.0,5.23920410205553,1163.2099675550257,398.56996755502576
1,359.62,221.15,255.57,367.7732935,112.20329350000003,220.0,200.0,200.0,5.403352829381918,855.6235252670474,600.0535252670475
1,362.79,749.19,636.51,599.8567333200001,36.65326667999989,750.0,750.0,700.0,6.620326507780219,1009.557684739933,373.04768473993306
1,288.72,159.26,303.94,299.67979068,4.260209320000001,160.0,150.0,200.0,5.076797496349925,788.1414921430692,484.2014921430692
2,782.17,830.72,1165.44,941.39865166,224.04134834,830.0,850.0,800.0,6.723495845717894,1222.2550525151826,56.815052515182515
2,623.18,347.54,625.15,638.53299872,13.382998720000046,350.0,350.0,300.0,5.853753001232496,1053.6765831299988,428.5265831299988
3,1061.15,388.5,693.36,973.1631515,279.8031515,390.0,400.0,400.0,5.964863865310803,1274.3175090363834,580.9575090363834
1,252.75,285.5,331.74,333.8701815,2.130181499999992,290.0,300.0,300.0,5.6577385361547945,847.6174638714423,515.8774638714423
3,1020.39,250.62,779.08,889.4099916600001,110.32999166000002,250.0,250.0,300.0,5.527920012922985,1204.242768844593,425.16276884459296
1,257.97,816.81,738.01,568.56803508,169.44196492000003,820.0,800.0,800.0,6.706630035784371,981.220682742711,243.21068274271101
3,1025.03,592.55,992.4,1041.1946906,48.79469060000008,590.0,600.0,600.0,6.386121456499543,1313.6946116257493,321.2946116257493
2,794.32,402.31,671.06,761.6400605800001,90.58006058000012,400.0,400.0,400.0,5.99970549700956,1135.948083782238,464.888083782238
1,276.85,485.54,361.66,435.06816202000005,73.40816202000002,490.0,500.0,500.0,6.187319118184521,923.0940278242589,561.4340278242589
2,851.68,473.96,650.68,826.13893768,175.45893768000008,470.0,450.0,500.0,6.16323058996242,1177.907554507083,527.227554507083
3,859.12,611.07,960.47,953.0771554600001,7.392844539999942,610.0,600.0,600.0,6.416846655056505,1255.5533391713404,295.0833391713404
3,1317.07,476.87,787.42,1160.07568636,372.65568636,480.0,500.0,500.0,6.169338728974656,1395.615358112244,608.195358112244
1,388.1,827.37,741.46,648.62066906,92.83933094000008,830.0,850.0,800.0,6.719459914476488,1031.4584275141885,289.9984275141885
1,264.39,758.27,636.19,546.76462236,89.42537764000008,760.0,750.0,800.0,6.632357445363575,974.2973353699633,338.10733536996327
5,198.21,594.83,807.48,688.4857094399999,118.99429056000008,590.0,600.0,600.0,6.38995539147881,1091.2725657738213,283.79256577382125
6,72.85,457.75,666.59,618.870556,47.71944400000007,460.0,450.0,500.0,6.12850539936878,1054.6442302525097,388.0542302525097
8,297.64,481.09,835.08,885.05749702,49.97749701999999,480.0,500.0,500.0,6.17813081861192,1230.9387011039187,395.85870110391863
7,237.33,1262.27,1452.17,1127.87511696,324.29488304000006,1260.0,1250.0,1300.0,7.141458876225594,1286.2821614870477,165.88783851295238
5,195.73,1228.49,511.23,963.34766932,452.11766932,1230.0,1250.0,1200.0,7.114354728235615,1181.2694884396724,670.0394884396724
8,276.28,1179.9,1522.6,1177.3808974,345.2191025999998,1180.0,1200.0,1200.0,7.074032138607236,1335.4067166004168,187.19328339958315
8,302.24,1046.04,1353.77,1134.06419912,219.70580087999997,1050.0,1050.0,1000.0,6.953722414534273,1330.0067446484707,23.763255351529324
8,266.87,252.08,880.41,767.36029634,113.04970365999998,250.0,250.0,300.0,5.533705644278683,1138.5548445387258,258.1448445387258
9,310.69,239.64,828.16,850.1817914200001,22.021791420000113,240.0,250.0,200.0,5.483302040761475,1191.6359111980194,363.4759111980194
6,222.08,709.07,1031.34,814.9776878600001,216.36231213999986,710.0,700.0,700.0,6.565363556724829,1165.2416275483827,133.90162754838275
8,264.94,720.67,1019.85,970.56434806,49.28565193999998,720.0,700.0,700.0,6.581567970695458,1269.357051127634,249.50705112763387
8,161.15,1230.37,1499.24,1132.63651256,366.60348744,1230.0,1250.0,1200.0,7.115882649666127,1297.6374793521763,201.60252064782367
9,259.96,554.74,835.54,958.16461852,122.62461852000001,550.0,550.0,600.0,6.320300558980213,1277.7356120770357,442.1956120770358
9,97.85,518.56,850.57,848.39900678,2.170993220000014,520.0,500.0,500.0,6.252982299539083,1208.7083197840866,358.13831978408655
9,194.34,1054.93,1374.9,1138.2206459400002,236.67935405999992,1050.0,1050.0,1100.0,6.9621771741902805,1333.780263341593,41.11973665840719
9,332.35,374.61,830.45,921.5920916800001,91.14209168000002,370.0,350.0,400.0,5.928551371047852,1255.615772675566,425.1657726755659
5,126.44,696.14,845.35,691.0491909199999,154.30080908000014,700.0,700.0,700.0,6.546986251422825,1084.163199359106,238.81319935910608
5,66.13,848.03,1050.25,722.31186784,327.93813216,850.0,850.0,800.0,6.744094521376103,1086.3665954614457,36.11659546144574
6,135.34,1144.13,1478.11,954.3893955400001,523.7206044599998,1140.0,1150.0,1100.0,7.043273446661393,1192.8136541922477,285.29634580775223
6,233.7,346.98,648.57,663.82984824,15.259848239999997,350.0,350.0,300.0,5.85214500685857,1080.0635359069804,431.49353590698036
9,849.0,1007.41,1785.47,1497.06544158,288.40455842000006,1010.0,1000.0,1000.0,6.916130111964317,1572.6360460104872,212.8339539895128
6,806.0,1760.64,1718.76,1612.0531443199998,106.70685568000022,1760.0,1750.0,1800.0,7.47400047234096,1497.491110901111,221.26888909888908
8,891.0,1194.36,2016.46,1540.0945156799999,476.3654843200002,1190.0,1200.0,1200.0,7.086202674227491,1566.6448295274802,449.81517047251987
9,1182.0,1342.24,2164.15,1836.13411512,328.01588488000016,1340.0,1350.0,1300.0,7.202839884950659,1733.0591848255979,431.0908151744022
7,1010.0,1514.03,2063.98,1685.6383831399999,378.34161686000016,1510.0,1500.0,1500.0,7.323190519727611,1597.8261510048387,466.1538489951613
8,892.0,1768.53,1902.37,1791.0342441399998,111.33575586000006,1770.0,1750.0,1800.0,7.478469253583593,1616.254217469358,286.1157825306418
6,825.0,1692.73,1817.77,1593.4578137400001,224.31218625999986,1690.0,1700.0,1700.0,7.434688476440214,1499.656809335056,318.1131906649439
8,1118.0,1758.52,1852.47,1917.7020437600002,65.23204376000012,1760.0,1750.0,1800.0,7.4727963235626245,1699.9945702686816,152.4754297313184
8,1064.0,1756.52,1857.04,1885.5213077600001,28.481307760000163,1760.0,1750.0,1800.0,7.471659003420924,1679.6729274191644,177.3670725808356
6,811.0,1252.04,1771.8,1393.18316752,378.61683247999986,1250.0,1250.0,1300.0,7.133327877770407,1456.5996889819282,315.2003110180717
7,889.0,1417.96,1826.08,1573.5936224799998,252.48637752000013,1420.0,1400.0,1400.0,7.257679487897331,1544.3878095897544,281.69219041024553
9,1012.0,1429.04,1880.76,1775.41791352,105.34208648000003,1430.0,1450.0,1400.0,7.265457694890715,1677.39257901436,203.3674209856399
6,909.0,1332.18,1720.21,1484.9466728400002,235.2633271599998,1330.0,1350.0,1300.0,7.195322344820911,1501.0019326398476,219.20806736015243
9,1096.0,1690.22,1894.85,1938.00467836,43.15467836000016,1690.0,1700.0,1700.0,7.43320544096847,1729.8369795624062,165.0130204375937
9,913.0,1021.29,1964.86,1540.2242090200002,424.6357909799997,1020.0,1000.0,1000.0,6.929800487850702,1598.267618692366,366.5923813076338
6,1006.0,1219.71,1803.97,1492.14510898,311.82489102,1220.0,1200.0,1200.0,7.1071879356631715,1526.186927514074,277.78307248592614
6,907.0,1650.17,1737.86,1622.44281646,115.41718354,1650.0,1650.0,1700.0,7.409239406517542,1527.10456538718,210.75543461281995
9,816.0,1171.81,1780.58,1549.6170187799999,230.96298122000007,1170.0,1150.0,1200.0,7.067157857699037,1579.2608895390008,201.31911046099913
7,1006.0,1181.33,2279.82,1538.24938054,741.5706194600002,1180.0,1200.0,1200.0,7.075242346817636,1565.209972656269,714.6100273437312
6,835.0,1404.28,1765.79,1473.48055264,292.3094473599999,1400.0,1400.0,1400.0,7.247991850168807,1479.9602402143137,285.8297597856863
12,528.0,2476.41,1662.88,2140.01090358,477.13090358,2480.0,2500.0,2500.0,7.8149689386018215,1694.6005174000284,31.720517400028257
4,69.0,2321.49,322.0,1303.62100662,981.6210066199999,2320.0,2300.0,2300.0,7.750395164973665,1170.7131024997225,848.7131024997225
11,1179.0,31.36,1550.55,1388.48007168,162.06992831999992,30.0,50.0,0.0,3.4769230921902907,1350.341672435268,200.20832756473192
13,756.0,954.4,1793.07,1671.3882372,121.68176279999989,950.0,950.0,1000.0,6.862130100955861,1703.2365516074233,89.83344839257666
1,123.0,2076.65,1171.68,1039.6518927000002,132.02810729999987,2080.0,2100.0,2100.0,7.638992726289217,1047.8110364143033,123.86896358569675
3,1162.0,2152.66,1434.71,1800.87577108,366.16577108,2150.0,2150.0,2200.0,7.674923999389211,1526.643245705931,91.93324570593086
1,822.0,2170.53,1374.91,1485.86035014,110.95035013999995,2170.0,2150.0,2200.0,7.683187267214468,1314.5626895407718,60.34731045922831
11,558.0,1549.86,1823.47,1690.5541846800002,132.91581531999987,1550.0,1550.0,1500.0,7.3465648947568845,1603.986117485613,219.483882514387
2,753.0,1111.16,1353.87,1046.76867408,307.1013259199999,1110.0,1100.0,1100.0,7.014059349352176,1247.8250630887653,106.04493691123457
10,224.0,407.51,794.7,935.95690538,141.25690537999992,410.0,400.0,400.0,6.012516393804594,1268.6988748906215,473.99887489062144
6,383.0,462.79,800.3,800.8900560200001,0.5900560200001337,460.0,450.0,500.0,6.139431863571309,1171.9135100244985,371.6135100244985
8,1005.0,1391.37,1987.39,1692.09442206,295.29557794000016,1390.0,1400.0,1400.0,7.238762610172283,1628.3934129817267,358.99658701827343
10,1145.0,311.43,1366.61,1428.04896434,61.43896434000021,310.0,300.0,300.0,5.744380444084709,1579.205739030489,212.59573903048909
5,1004.0,2367.63,1743.85,1928.68285994,184.83285994000016,2370.0,2350.0,2400.0,7.770067007916888,1565.6087193903347,178.24128060966518
5,873.0,1402.35,1676.79,1431.8316092999999,244.9583907000001,1400.0,1400.0,1400.0,7.246617514422353,1450.9549740984378,225.83502590156218
2,165.0,1813.32,1273.45,1012.0205961599999,261.4294038400002,1810.0,1800.0,1800.0,7.503466020850606,1089.527694350233,183.92230564976694
5,1076.0,190.33,879.65,1021.0422025400001,141.39220254000008,190.0,200.0,200.0,5.253999685896911,1276.7073759381285,397.05737593812853
12,986.0,2390.92,1760.0,2368.2778349600003,608.2778349600003,2390.0,2400.0,2400.0,7.779851669695178,1861.3396314978925,101.33963149789247
7,948.0,657.17,1578.97,1276.06788246,302.90211754000006,660.0,650.0,700.0,6.4894632566190795,1470.011741265436,108.95825873456397
3,429.0,2400.13,1411.95,1483.7960249399998,71.84602493999978,2400.0,2400.0,2400.0,7.7836947388621365,1266.3859444067862,145.56405559321388
4,362.0,646.43,788.53,743.1096643400001,45.420335659999864,650.0,650.0,600.0,6.473010679621482,1119.8701681351265,331.34016813512653
2,622.0,1871.56,1494.23,1302.37947928,191.85052072000008,1870.0,1850.0,1900.0,7.535061757601649,1264.2666702726096,229.96332972739037
1,140.0,255.99,150.34,255.63137762,105.29137761999999,260.0,250.0,300.0,5.54903717363235,791.8409340372397,641.5009340372396
8,123.0,612.55,851.24,841.1245269,10.115473100000031,610.0,600.0,600.0,6.419261760422557,1195.9444472763041,344.7044472763041
4,87.0,2463.92,1413.52,1376.16211896,37.35788103999994,2460.0,2450.0,2500.0,7.8099146315890815,1184.910040762096,228.60995923790392
10,164.0,1144.9,1516.43,1222.6995662,293.7304338000001,1140.0,1150.0,1100.0,7.043945633432402,1375.7386857517774,140.69131424822262
1,989.0,2196.84,1439.17,1594.1574399200001,154.98743992000004,2200.0,2200.0,2200.0,7.6952303388654055,1378.479375885738,60.690624114262164
4,470.0,1968.63,1501.1,1382.2564279399999,118.84357206000004,1970.0,1950.0,2000.0,7.585600986833281,1299.8757580937129,201.22424190628703
1,37.0,1397.17,1092.94,693.51085246,399.42914754000003,1400.0,1400.0,1400.0,7.2429195176897805,965.9607866094357,126.97921339056438
8,488.0,439.7,1030.13,977.3787086,52.75129140000013,440.0,450.0,400.0,6.088364371847941,1290.8059097915793,260.6759097915792
12,757.0,897.4,1780.07,1584.2744512,195.7955488,900.0,900.0,900.0,6.800615403424233,1652.8564348086184,127.21356519138158
14,958.0,1727.76,2065.16,2188.55957488,123.39957488000027,1730.0,1750.0,1700.0,7.45515966748863,1896.1879348822486,168.9720651177513
2,456.0,2390.7,1342.39,1432.4991066,90.1091065999999,2390.0,2400.0,2400.0,7.779759689144819,1232.9487530494803,109.44124695051983
5,733.0,41.18,771.83,757.13916484,14.690835160000006,40.0,50.0,0.0,3.7419461750506287,958.7472458120385,186.91724581203846
5,291.0,1279.7,1477.12,1040.9137686000001,436.20623139999975,1280.0,1300.0,1300.0,7.155162082432026,1221.992256862034,255.1277431379658
10,478.0,2091.79,1568.41,1817.6336480199998,249.2236480199997,2090.0,2100.0,2100.0,7.646253382964002,1568.6744181215147,0.2644181215146091
8,817.0,1455.73,1847.26,1611.1573077400003,236.10269225999969,1460.0,1450.0,1500.0,7.283949476737243,1563.8126490726784,283.4473509273216
6,1043.0,1404.35,1807.42,1594.1073953,213.31260470000007,1400.0,1400.0,1400.0,7.248041661065307,1557.6925911479873,249.7274088520128
2,958.0,1855.58,1549.54,1490.22103204,59.31896796000001,1860.0,1850.0,1900.0,7.526491364528191,1388.7484937426132,160.7915062573868
9,524.0,474.75,935.4,1076.3736905,140.9736905000001,470.0,450.0,500.0,6.164892506176259,1356.8967292856144,421.4967292856144
6,45.0,81.59,522.58,438.70335042000005,83.87664957999999,80.0,100.0,100.0,4.413888607822626,829.025431719161,306.445431719161
8,342.0,2259.06,1502.02,1686.03946428,184.01946427999997,2260.0,2250.0,2300.0,7.723146640586488,1441.4393851988727,60.58061480112724
12,379.0,1897.29,1682.98,1801.10386702,118.12386702000003,1900.0,1900.0,1900.0,7.548708759911368,1605.5018312934371,77.47816870656288
6,333.0,1254.68,1585.02,1117.1946878400001,467.82531215999984,1250.0,1250.0,1300.0,7.1354325374968885,1278.2433031662024,306.7766968337976
2,634.0,1739.81,1490.51,1251.88895278,238.62104722000004,1740.0,1750.0,1700.0,7.462105801130418,1259.5937335109043,230.91626648909573
5,285.0,974.73,1282.84,904.45651974,378.38348025999994,970.0,950.0,1000.0,6.883185908797108,1185.612815305289,97.22718469471101
12,33.0,1249.13,1707.38,1317.8741369400002,389.5058630599999,1250.0,1250.0,1200.0,7.131002824888721,1423.7787061080703,283.6012938919298
9,118.0,1285.82,1539.77,1194.6362911600002,345.1337088399998,1290.0,1300.0,1300.0,7.159929337674925,1330.0743371622268,209.69566283777317
1,420.0,2273.6,1220.35,1297.7272068,77.37720680000007,2270.0,2250.0,2300.0,7.7295594917503445,1170.1625090620228,50.187490937977145
11,312.0,2072.39,1586.22,1775.7687808199998,189.54878081999982,2070.0,2050.0,2100.0,7.636940227881336,1548.5067884194787,37.713211580521374
10,753.0,2054.02,1779.08,1960.6067427599999,181.52674275999993,2050.0,2050.0,2100.0,7.6280408592430735,1669.1513273626942,109.92867263730568
5,125.0,96.38,570.99,428.69614243999996,142.29385756000005,100.0,100.0,100.0,4.578620850754555,836.5638804562411,265.5738804562411
6,597.0,888.84,1395.65,1110.73910592,284.91089408000016,890.0,900.0,900.0,6.791041671283774,1333.6691193445079,61.98088065549223
