days,miles,receipts,output,receipt_factor,residual_0.5,residual_0.6,residual_0.7,residual_0.8,residual_0.9,residual_1.0,base_per_day,predicted_lookup,error_lookup
5,679.0,476.08,1030.41,2.1643631322466814,158.47400000000002,148.95240000000004,139.43080000000003,129.9092,120.38760000000002,110.86600000000003,139.43080000000003,943.256,87.15400000000011
5,708.0,1129.52,1654.62,1.4648877399249238,217.97199999999998,195.3816,172.79119999999998,150.2008,127.61039999999998,105.01999999999998,172.79119999999998,1400.664,253.9559999999999
5,261.0,464.94,621.12,1.3359143115240677,77.72999999999999,68.4312,59.132400000000004,49.833600000000004,40.5348,31.236,59.132400000000004,935.458,314.33799999999997
5,794.0,511.0,1139.94,2.230802348336595,176.888,166.66800000000003,156.448,146.228,136.00799999999998,125.78800000000001,156.448,967.7,172.24
5,521.0,1448.55,1624.01,1.1211280245763005,179.947,150.976,122.00500000000002,93.03400000000002,64.06300000000002,35.092000000000006,122.00500000000002,1623.985,0.02500000000009095
5,595.0,863.93,1231.67,1.4256594863009737,159.94100000000003,142.66240000000002,125.38380000000002,108.10520000000001,90.82660000000003,73.54800000000003,125.38380000000002,1214.751,16.919000000000096
5,811.0,952.39,1608.6,1.6890139543674334,226.481,207.4332,188.38539999999998,169.33759999999998,150.28979999999999,131.242,188.38539999999998,1276.673,331.9269999999999
5,477.0,704.42,1045.96,1.4848527866897592,138.75,124.66159999999999,110.57320000000001,96.48480000000002,82.39640000000001,68.30800000000002,110.57320000000001,1103.094,57.134000000000015
5,730.0,485.73,991.49,2.0412369011590803,149.725,140.0104,130.2958,120.5812,110.86659999999999,101.152,130.2958,950.011,41.47900000000004
5,262.0,1173.79,1485.59,1.2656352499169357,179.73899999999998,156.26319999999998,132.7874,109.31159999999997,85.83579999999998,62.35999999999999,132.7874,1431.6529999999998,53.937000000000126
5,446.0,219.98,788.62,3.584962269297209,135.726,131.3264,126.9268,122.5272,118.1276,113.728,126.9268,763.986,24.634000000000015
5,751.0,407.43,1063.46,2.610166163512751,171.949,163.80040000000002,155.6518,147.50320000000002,139.3546,131.206,155.6518,895.201,168.25900000000001
5,324.0,128.94,686.54,5.324492011788428,124.41399999999999,121.83519999999999,119.25639999999999,116.67759999999998,114.09879999999998,111.51999999999998,119.25639999999999,700.258,13.718000000000075
5,414.0,967.0,1368.94,1.4156566701137538,177.08800000000002,157.74800000000002,138.40800000000002,119.06800000000001,99.728,80.388,138.40800000000002,1286.9,82.03999999999996
5,367.0,290.78,742.25,2.5526170988376093,119.372,113.55640000000001,107.74080000000001,101.92519999999999,96.1096,90.29400000000001,107.74080000000001,813.5459999999999,71.29599999999994
5,764.0,848.75,1468.46,1.7301443298969073,208.817,191.842,174.86700000000002,157.892,140.917,123.94200000000001,174.86700000000002,1204.125,264.33500000000004
5,249.0,873.75,1185.24,1.3564978540772532,149.673,132.198,114.723,97.248,79.773,62.298,114.723,1221.625,36.38499999999999
8,862.0,1817.85,1719.37,0.945826113265671,101.30562499999999,78.58250000000001,55.859375,33.13624999999999,10.41312499999998,-12.310000000000002,55.859375,1984.495,265.125
11,927.0,1994.33,1779.12,0.8920890725205959,71.08681818181817,52.95654545454545,34.82627272727272,16.695999999999994,-1.4342727272727311,-19.564545454545456,34.82627272727272,2210.031,430.91100000000006
9,602.0,186.69,1085.4,5.813916117628154,110.22833333333334,108.15400000000001,106.07966666666668,104.00533333333334,101.93100000000001,99.85666666666667,106.07966666666668,886.683,198.7170000000001
8,610.0,208.29,841.27,4.038936098708532,92.140625,89.537,86.933375,84.32974999999999,81.726125,79.1225,86.933375,857.803,16.533000000000015
12,333.0,1103.21,1618.13,1.4667470381885588,88.87708333333335,79.68366666666667,70.49025000000002,61.29683333333333,52.103416666666675,42.910000000000004,70.49025000000002,1600.2469999999998,17.883000000000266
8,435.0,1129.65,1525.26,1.3502058159606958,120.054375,105.93374999999999,91.813125,77.69249999999998,63.57187499999999,49.45124999999999,91.813125,1502.755,22.50499999999988
9,218.0,1203.45,1561.63,1.2976276538285763,106.65611111111112,93.28444444444445,79.91277777777779,66.5411111111111,53.16944444444445,39.79777777777778,79.91277777777779,1598.415,36.784999999999854
12,781.0,1159.18,1752.72,1.5120343691230007,97.76083333333334,88.101,78.44116666666666,68.78133333333334,59.12149999999999,49.461666666666666,78.44116666666666,1639.426,113.2940000000001
11,916.0,1036.91,2098.07,2.0233867934536267,143.60136363636366,134.1749090909091,124.74845454545456,115.32199999999999,105.89554545454547,96.46909090909092,124.74845454545456,1539.837,558.2330000000002
10,358.0,2066.62,1624.11,0.7858774230385848,59.08,38.413799999999995,17.747600000000013,-2.9186000000000147,-23.584799999999994,-44.251,17.747600000000013,2206.634,582.5240000000001
12,566.0,2013.7,1752.03,0.8700551224114813,62.09833333333333,45.317499999999995,28.536666666666672,11.755833333333328,-5.0250000000000155,-21.80583333333334,28.536666666666672,2237.59,485.5600000000002
9,954.0,1483.39,2024.2,1.3645770835720883,142.50055555555556,126.01844444444447,109.53633333333333,93.05422222222221,76.5721111111111,60.089999999999996,109.53633333333333,1794.373,229.827
9,534.0,1929.94,1624.87,0.8419277283231602,73.32222222222221,51.87844444444444,30.434666666666672,8.990888888888852,-12.452888888888916,-33.89666666666668,30.434666666666672,2106.9579999999996,482.08799999999974
12,765.0,1343.97,1953.03,1.4531797584767516,106.75375000000001,95.55400000000002,84.35425,73.15449999999998,61.95474999999999,50.754999999999995,84.35425,1768.779,184.25099999999998
8,630.0,967.69,1388.05,1.4343953125484399,113.02562499999999,100.92949999999999,88.83337499999999,76.73724999999999,64.64112499999999,52.54499999999999,88.83337499999999,1389.383,1.3330000000000837
10,909.0,696.0,1505.19,2.1626293103448275,115.71900000000001,108.75900000000001,101.799,94.839,87.879,80.91900000000001,101.799,1247.2,257.99
10,223.0,745.89,1037.45,1.390888736945126,66.4505,58.991600000000005,51.53270000000001,44.073800000000006,36.6149,29.156000000000006,51.53270000000001,1282.123,244.673
8,467.0,1178.71,1483.33,1.2584350688464507,111.74687499999999,97.01299999999999,82.279125,67.54524999999998,52.81137499999997,38.077499999999986,82.279125,1537.097,53.76700000000005
9,708.0,461.07,1110.6,2.4087448760491896,97.785,92.66199999999998,87.53899999999999,82.416,77.29299999999999,72.17,87.53899999999999,1078.749,31.850999999999885
9,885.0,1764.97,1694.37,0.959999320101758,90.20944444444443,70.59866666666666,50.987888888888875,31.377111111111088,11.766333333333327,-7.844444444444459,50.987888888888875,1991.479,297.10900000000015
6,855.0,591.35,1339.72,2.26552802908599,174.00750000000002,164.15166666666667,154.29583333333335,144.44,134.58416666666668,124.72833333333334,154.29583333333335,1121.945,217.7750000000001
2,993.0,54.24,715.19,13.185656342182892,344.035,341.32300000000004,338.61100000000005,335.899,333.187,330.475,338.61100000000005,405.968,309.22200000000004
5,685.0,747.14,1216.36,1.62802152207083,168.558,153.6152,138.67239999999998,123.72959999999998,108.78679999999997,93.84399999999998,138.67239999999998,1132.998,83.36199999999985
3,981.0,341.45,813.95,2.3838043637428616,214.40833333333333,203.02666666666667,191.645,180.26333333333332,168.8816666666667,157.50000000000003,191.645,641.015,172.93500000000006
5,770.0,873.33,1502.49,1.7204149634158907,213.16500000000002,195.6984,178.2318,160.7652,143.2986,125.832,178.2318,1221.3310000000001,281.1589999999999
6,697.0,651.64,1237.71,1.8993769566018048,151.98166666666668,141.121,130.26033333333336,119.39966666666668,108.539,97.67833333333334,130.26033333333336,1164.148,73.56200000000013
3,795.0,450.85,743.94,1.6500831762226904,172.83833333333337,157.81000000000003,142.7816666666667,127.75333333333333,112.72500000000001,97.69666666666667,142.7816666666667,717.595,26.345000000000027
3,606.0,1184.23,1364.54,1.152259273958606,257.47499999999997,218.00066666666666,178.52633333333333,139.052,99.57766666666664,60.10333333333332,178.52633333333333,1230.961,133.57899999999995
3,842.0,865.37,1251.14,1.4457861955001907,272.8183333333334,243.9726666666667,215.12700000000004,186.28133333333335,157.43566666666672,128.59000000000003,215.12700000000004,1007.759,243.38100000000009
7,748.0,241.73,971.31,4.018160757870351,121.49214285714285,118.03885714285714,114.58557142857141,111.1322857142857,107.67899999999999,104.22571428571428,114.58557142857141,946.211,25.098999999999933
7,624.0,148.16,905.79,6.113593412526998,118.81571428571428,116.69914285714286,114.58257142857143,112.466,110.34942857142856,108.23285714285714,114.58257142857143,880.712,25.077999999999975
2,713.0,740.33,1048.28,1.4159631515675442,339.0575,302.04099999999994,265.0245,228.00799999999998,190.99149999999997,153.97499999999997,265.0245,886.231,162.04899999999998
3,874.0,1191.4,1515.99,1.2724441833137485,306.7633333333333,267.05,227.33666666666667,187.6233333333333,147.90999999999994,108.19666666666664,227.33666666666667,1235.98,280.01
6,761.0,530.19,1120.1,2.1126388653124346,142.5008333333333,133.6643333333333,124.82783333333332,115.99133333333332,107.15483333333331,98.31833333333331,124.82783333333332,1079.133,40.96699999999987
1,815.0,97.89,539.36,5.5098580038819085,490.415,480.62600000000003,470.837,461.048,451.259,441.47,470.837,314.523,224.837
1,601.0,497.7,644.12,1.294193289129998,395.27,345.5,295.73,245.95999999999998,196.19,146.42000000000002,295.73,594.39,49.73000000000002
7,817.0,1127.87,1809.91,1.6047150824119802,177.9964285714286,161.88400000000001,145.77157142857146,129.65914285714288,113.5467142857143,97.43428571428574,145.77157142857146,1566.509,243.40100000000007
1,606.0,923.0,1050.05,1.1376489707475623,588.55,496.25,403.95000000000005,311.64999999999986,219.3499999999999,127.04999999999995,403.95000000000005,892.0999999999999,157.95000000000005
1,909.0,741.82,866.07,1.1674934620258284,495.16,420.978,346.79600000000005,272.61400000000003,198.43200000000002,124.25,346.79600000000005,765.274,100.79600000000005
3,624.0,1160.92,1459.34,1.2570547496812872,292.96,254.26266666666663,215.5653333333333,176.86799999999994,138.17066666666656,99.47333333333329,215.5653333333333,1214.644,244.6959999999999
4,650.0,619.49,676.38,1.0918336050622286,91.65875,76.1715,60.684250000000006,45.19699999999999,29.709749999999985,14.222499999999997,60.684250000000006,913.643,237.26300000000003
6,204.0,818.99,628.4,0.7672865358551386,36.48416666666666,22.83433333333333,9.184499999999995,-4.465333333333338,-18.11516666666667,-31.765000000000004,9.184499999999995,1281.2930000000001,652.8930000000001
1,263.0,396.49,198.42,0.5004413730485006,0.17499999999998295,-39.47400000000002,-79.12300000000002,-118.77200000000002,-158.42100000000002,-198.07000000000002,-79.12300000000002,523.543,325.12300000000005
1,451.0,555.49,162.18,0.29195845109722945,-115.565,-171.11399999999998,-226.66299999999995,-282.21200000000005,-337.761,-393.31,-226.66299999999995,634.843,472.66299999999995
10,424.0,474.99,831.96,1.7515316111918147,59.4465,54.69660000000001,49.94670000000001,45.1968,40.4469,35.697,49.94670000000001,1092.493,260.5329999999999
2,565.0,389.49,415.96,1.067960666512619,110.60749999999999,91.133,71.6585,52.18399999999997,32.70949999999999,13.234999999999985,71.6585,640.643,224.68300000000005
9,397.0,348.49,913.29,2.6207064765129555,82.11611111111111,78.24399999999999,74.37188888888889,70.49977777777777,66.62766666666666,62.75555555555555,74.37188888888889,999.943,86.65300000000002
1,532.0,413.99,355.57,0.8588854803256117,148.575,107.17599999999999,65.77699999999999,24.377999999999986,-17.021000000000015,-58.420000000000016,65.77699999999999,535.793,180.223
2,384.0,495.49,290.36,0.5860057720640175,21.307500000000005,-3.4669999999999845,-28.241499999999974,-53.01600000000002,-77.79050000000001,-102.565,-28.241499999999974,714.843,424.48299999999995
5,754.0,489.99,765.13,1.5615216637074225,104.027,94.22720000000001,84.4274,74.6276,64.8278,55.028,84.4274,952.9929999999999,187.86299999999994
1,344.46,813.85,707.88,0.8697917306628985,300.955,219.57,138.18500000000006,56.799999999999955,-24.585000000000036,-105.97000000000003,138.18500000000006,815.6949999999999,107.81499999999994
3,906.3,540.03,848.42,1.571060866988871,192.80166666666665,174.80066666666667,156.79966666666667,138.79866666666666,120.79766666666666,102.79666666666667,156.79966666666667,780.021,68.399
3,1007.56,187.52,764.64,4.077645051194539,223.62666666666667,217.37599999999998,211.12533333333332,204.87466666666668,198.624,192.37333333333333,211.12533333333332,533.264,231.37599999999998
1,359.62,221.15,255.57,1.155640967669003,144.995,122.88,100.76499999999999,78.64999999999998,56.535,34.41999999999999,100.76499999999999,400.805,145.235
1,362.79,749.19,636.51,0.8495975653706002,261.91499999999996,186.99599999999998,112.077,37.1579999999999,-37.76100000000008,-112.68000000000006,112.077,770.433,133.923
1,288.72,159.26,303.94,1.9084515885972624,224.31,208.38400000000001,192.45800000000003,176.53199999999998,160.606,144.68,192.45800000000003,357.48199999999997,53.54199999999997
2,782.17,830.72,1165.44,1.4029275808936825,375.04,333.504,291.968,250.43200000000002,208.89600000000002,167.36,291.968,949.504,215.93600000000004
2,623.18,347.54,625.15,1.798785751280428,225.69,208.313,190.93599999999998,173.55899999999997,156.182,138.80499999999998,190.93599999999998,611.278,13.871999999999957
3,1061.15,388.5,693.36,1.7847104247104248,166.37,153.42,140.47,127.52,114.57,101.62,140.47,673.95,19.409999999999968
1,252.75,285.5,331.74,1.1619614711033275,188.99,160.44000000000003,131.89000000000001,103.34,74.79000000000002,46.24000000000001,131.89000000000001,445.85,114.11000000000001
3,1020.39,250.62,779.08,3.108610645598915,217.92333333333332,209.56933333333336,201.21533333333335,192.86133333333336,184.50733333333335,176.15333333333334,201.21533333333335,577.434,201.64600000000007
1,257.97,816.81,738.01,0.9035271360536723,329.605,247.92400000000004,166.24300000000005,84.56200000000001,2.880999999999972,-78.79999999999995,166.24300000000005,817.7669999999999,79.75699999999995
3,1025.03,592.55,992.4,1.6747953759176442,232.04166666666666,212.29,192.53833333333333,172.78666666666666,153.035,133.28333333333333,192.53833333333333,816.785,175.615
2,794.32,402.31,671.06,1.6680172006661529,234.9525,214.837,194.7215,174.60599999999997,154.49049999999997,134.37499999999997,194.7215,649.617,21.442999999999984
1,276.85,485.54,361.66,0.744861391440458,118.89000000000001,70.33600000000001,21.78200000000004,-26.77199999999999,-75.32600000000002,-123.88,21.78200000000004,585.8779999999999,224.2179999999999
2,851.68,473.96,650.68,1.3728584690691197,206.84999999999997,183.152,159.45399999999998,135.75599999999997,112.05799999999999,88.35999999999999,159.45399999999998,699.7719999999999,49.091999999999985
3,859.12,611.07,960.47,1.5717839200091641,218.31166666666664,197.94266666666667,177.57366666666667,157.20466666666667,136.83566666666664,116.46666666666665,177.57366666666667,829.749,130.721
3,1317.07,476.87,787.42,1.6512257009247802,182.99499999999998,167.0993333333333,151.20366666666666,135.30799999999996,119.41233333333332,103.51666666666665,151.20366666666666,735.809,51.61099999999999
1,388.1,827.37,741.46,0.8961649564282003,327.77500000000003,245.03800000000007,162.30100000000004,79.56399999999996,-3.173000000000002,-85.90999999999997,162.30100000000004,825.159,83.69899999999996
1,264.39,758.27,636.19,0.8390019386234455,257.05500000000006,181.22800000000007,105.40100000000007,29.57400000000007,-46.25299999999993,-122.07999999999993,105.40100000000007,776.789,140.59899999999993
5,198.21,594.83,807.48,1.357497100011768,102.013,90.1164,78.21979999999999,66.3232,54.426599999999986,42.529999999999994,78.21979999999999,1026.381,218.90100000000007
6,72.85,457.75,666.59,1.4562315674494812,72.9525,65.32333333333334,57.69416666666668,50.065,42.435833333333335,34.80666666666667,57.69416666666668,1028.425,361.8349999999999
8,297.64,481.09,835.08,1.7358082687231082,74.31687500000001,68.30325,62.28962500000001,56.276,50.262375000000006,44.24875000000001,62.28962500000001,1048.763,213.68299999999988
7,237.33,1262.27,1452.17,1.1504432490671568,117.2907142857143,99.25828571428573,81.22585714285717,63.193428571428576,45.160999999999994,27.12857142857144,81.22585714285717,1660.589,208.41899999999987
5,195.73,1228.49,511.23,0.4161450235655154,-20.602999999999998,-45.17279999999998,-69.7426,-94.3124,-118.88220000000001,-143.452,-69.7426,1469.943,958.713
8,276.28,1179.9,1522.6,1.2904483430799218,116.58124999999998,101.83249999999998,87.08374999999998,72.33499999999998,57.58624999999998,42.83749999999998,87.08374999999998,1537.93,15.330000000000155
8,302.24,1046.04,1353.77,1.2941856907957632,103.84375,90.76825000000001,77.69275,64.61725,51.54174999999999,38.46625,77.69275,1444.228,90.45800000000008
8,266.87,252.08,880.41,3.4925817200888605,94.29625,91.14525,87.99425,84.84325,81.69225,78.54124999999999,87.99425,888.456,8.04600000000005
9,310.69,239.64,828.16,3.455850442330162,78.70444444444443,76.04177777777778,73.37911111111111,70.71644444444445,68.05377777777777,65.39111111111112,73.37911111111111,923.748,95.58800000000008
6,222.08,709.07,1031.34,1.4544967351601392,112.8008333333333,100.98299999999999,89.16516666666666,77.34733333333331,65.52949999999998,53.711666666666645,89.16516666666666,1204.349,173.00900000000001
8,264.94,720.67,1019.85,1.4151414655806402,82.43937500000001,73.43100000000001,64.42262500000001,55.41425000000001,46.40587500000001,37.39750000000001,64.42262500000001,1216.469,196.61900000000003
8,161.15,1230.37,1499.24,1.2185277599421314,110.50687500000001,95.12725000000002,79.74762500000001,64.36800000000001,48.98837500000002,33.608750000000015,79.74762500000001,1573.259,74.019
9,259.96,554.74,835.54,1.5061830767566786,62.01888888888888,55.85511111111111,49.69133333333333,43.52755555555555,37.36377777777777,31.199999999999996,49.69133333333333,1144.318,308.778
9,97.85,518.56,850.57,1.6402537796976244,65.6988888888889,59.93711111111112,54.17533333333334,48.41355555555557,42.65177777777779,36.890000000000015,54.17533333333334,1118.992,268.4219999999999
9,194.34,1054.93,1374.9,1.3033092243087219,94.15944444444445,82.43800000000002,70.71655555555556,58.995111111111115,47.273666666666664,35.55222222222223,70.71655555555556,1494.451,119.55099999999993
9,332.35,374.61,830.45,2.216838845732896,71.46055555555556,67.29822222222224,63.1358888888889,58.97355555555555,54.81122222222223,50.64888888888889,63.1358888888889,1018.227,187.77699999999993
5,126.44,696.14,845.35,1.2143390697273537,99.456,85.53320000000001,71.61040000000001,57.687599999999996,43.764800000000015,29.842000000000006,71.61040000000001,1097.298,251.94799999999998
5,66.13,848.03,1050.25,1.2384585450986405,125.247,108.2864,91.3258,74.3652,57.4046,40.444,91.3258,1203.621,153.3710000000001
6,135.34,1144.13,1478.11,1.2919073881464518,151.00749999999996,131.93866666666665,112.8698333333333,93.80099999999997,74.73216666666663,55.6633333333333,112.8698333333333,1508.891,30.781000000000176
6,233.7,346.98,648.57,1.8691855438353797,79.18,73.397,67.61400000000002,61.83100000000001,56.048,50.26500000000001,67.61400000000002,950.886,302.3159999999999
9,849.0,1007.41,1785.47,1.772336982956294,142.41833333333335,131.2248888888889,120.03144444444446,108.83800000000001,97.64455555555556,86.45111111111112,120.03144444444446,1461.187,324.28300000000013
6,806.0,1760.64,1718.76,0.9762131952017448,139.73999999999998,110.396,81.05199999999998,51.70799999999997,22.363999999999994,-6.980000000000018,81.05199999999998,1940.448,221.6880000000001
8,891.0,1194.36,2016.46,1.6883184299541178,177.41000000000003,162.4805,147.55100000000002,132.62150000000003,117.69200000000001,102.76250000000002,147.55100000000002,1548.052,468.40800000000013
9,1182.0,1342.24,2164.15,1.6123420550721184,165.89222222222224,150.97844444444445,136.06466666666668,121.15088888888889,106.23711111111112,91.32333333333334,136.06466666666668,1695.568,468.5820000000001
7,1010.0,1514.03,2063.98,1.3632358671888933,186.70928571428573,165.0802857142857,143.45128571428572,121.82228571428573,100.19328571428572,78.56428571428572,143.45128571428572,1836.821,227.1590000000001
8,892.0,1768.53,1902.37,1.0756786709866386,127.26312499999999,105.1565,83.04987499999999,60.94324999999998,38.836625,16.72999999999999,83.04987499999999,1949.971,47.60100000000011
6,825.0,1692.73,1817.77,1.0738688390942441,161.90083333333334,133.68866666666668,105.47650000000003,77.2643333333333,49.05216666666664,20.839999999999993,105.47650000000003,1892.9109999999998,75.14099999999985
8,1118.0,1758.52,1852.47,1.0534256078975501,121.65125,99.66975000000002,77.68825000000001,55.70675,33.72524999999999,11.743750000000006,77.68825000000001,1942.964,90.49399999999991
8,1064.0,1756.52,1857.04,1.0572267893334548,122.3475,100.39099999999999,78.43450000000001,56.47799999999998,34.5215,12.564999999999998,78.43450000000001,1941.5639999999999,84.52399999999989
6,811.0,1252.04,1771.8,1.4151305070125555,190.96333333333334,170.096,149.22866666666667,128.3613333333333,107.49399999999999,86.62666666666667,149.22866666666667,1584.4279999999999,187.37200000000007
7,889.0,1417.96,1826.08,1.287821941380575,159.58571428571426,139.32914285714284,119.07257142857142,98.81599999999996,78.55942857142857,58.30285714285713,119.07257142857142,1769.5720000000001,56.50799999999981
9,1012.0,1429.04,1880.76,1.3161003190953366,129.5822222222222,113.70400000000001,97.82577777777779,81.94755555555555,66.06933333333333,50.19111111111111,97.82577777777779,1756.328,124.43200000000002
6,909.0,1332.18,1720.21,1.291274452401327,175.68666666666664,153.48366666666666,131.2806666666667,109.07766666666664,86.87466666666667,64.67166666666667,131.2806666666667,1640.5259999999998,79.6840000000002
9,1096.0,1690.22,1894.85,1.1210670800250855,116.63777777777776,97.85755555555555,79.07733333333333,60.297111111111086,41.51688888888887,22.736666666666654,79.07733333333333,1939.154,44.30400000000009
9,913.0,1021.29,1964.86,1.9239001654769947,161.57944444444445,150.23177777777775,138.8841111111111,127.53644444444444,116.18877777777779,104.8411111111111,138.8841111111111,1470.9029999999998,493.9570000000001
6,1006.0,1219.71,1803.97,1.4790155036853023,199.01916666666668,178.69066666666666,158.36216666666667,138.03366666666668,117.70516666666667,97.37666666666667,158.36216666666667,1561.797,242.173
6,907.0,1650.17,1737.86,1.0531399795172618,152.12916666666663,124.62633333333332,97.12349999999999,69.62066666666662,42.117833333333316,14.614999999999972,97.12349999999999,1863.119,125.25900000000001
9,816.0,1171.81,1780.58,1.5195125489627157,132.74166666666667,119.72155555555557,106.70144444444445,93.68133333333333,80.66122222222222,67.64111111111112,106.70144444444445,1576.2669999999998,204.3130000000001
7,1006.0,1181.33,2279.82,1.9298756486333204,241.30785714285716,224.43171428571435,207.55557142857145,190.67942857142862,173.80328571428575,156.92714285714288,207.55557142857145,1603.931,675.8890000000001
6,835.0,1404.28,1765.79,1.2574344147890735,177.275,153.87033333333332,130.4656666666667,107.06099999999999,83.65633333333331,60.251666666666665,130.4656666666667,1690.9959999999999,74.7940000000001
12,528.0,2476.41,1662.88,0.6714881622994577,35.38958333333335,14.752833333333362,-5.883916666666646,-26.520666666666653,-47.15741666666664,-67.79416666666664,-5.883916666666646,2561.487,898.607
4,69.0,2321.49,322.0,0.13870402198587978,-209.68624999999997,-267.72349999999994,-325.7607499999999,-383.798,-441.83525,-499.87249999999995,-325.7607499999999,2105.0429999999997,1783.0429999999997
11,1179.0,31.36,1550.55,49.44355867346939,139.53363636363636,139.24854545454545,138.96345454545454,138.67836363636363,138.39327272727272,138.10818181818183,138.96345454545454,835.952,714.598
13,756.0,954.4,1793.07,1.8787405699916178,101.22076923076922,93.87923076923076,86.53769230769231,79.19615384615385,71.85461538461537,64.51307692307692,86.53769230769231,1604.08,188.99
1,123.0,2076.65,1171.68,0.5642164062311896,133.35500000000002,-74.30999999999995,-281.9749999999999,-489.6400000000001,-697.3050000000001,-904.97,-281.9749999999999,1699.655,527.9749999999999
3,1162.0,2152.66,1434.71,0.6664823985208997,119.46000000000004,47.70466666666675,-24.050666666666604,-95.80599999999997,-167.56133333333332,-239.3166666666666,-24.050666666666604,1908.8619999999999,474.1519999999998
1,822.0,2170.53,1374.91,0.6334443661225599,289.645,72.5920000000001,-144.461,-361.5140000000001,-578.5670000000002,-795.6200000000001,-144.461,1765.371,390.461
11,558.0,1549.86,1823.47,1.1765385260604184,95.32181818181817,81.23218181818183,67.14254545454547,53.052909090909104,38.96327272727273,24.873636363636376,67.14254545454547,1898.9019999999998,75.43199999999979
2,753.0,1111.16,1353.87,1.2184293891068791,399.1449999999999,343.58699999999993,288.02899999999994,232.4709999999999,176.9129999999999,121.3549999999999,288.02899999999994,1145.812,208.058
10,224.0,407.51,794.7,1.9501361929768597,59.094500000000004,55.019400000000005,50.94430000000001,46.8692,42.7941,38.71900000000001,50.94430000000001,1045.257,250.55700000000002
6,383.0,462.79,800.3,1.7292940642624082,94.8175,87.10433333333333,79.39116666666666,71.67799999999998,63.964833333333324,56.25166666666666,79.39116666666666,1031.953,231.65300000000002
